train_size,policy_rewards,ipw,reg_dm,conv_dm,conv_dr,conv_sndr,ipw_var,reg_dm_var,conv_dm_var,conv_dr_var,conv_sndr_var,action_diff_to_real,action_delta,context_diff_to_real,context_delta,val_size,method,dataset,noise_mode,noise_level,seed
0,0.048660077068968376,0.0434,0.050301171335755346,0.05030117183923721,0.0430462472140789,0.0430462472140789,0.0,0.0,0.0,0.0,0.0,0.33174461126327515,0.0,0.3084580600261688,0.0,5000.0,opc,ml,random_centroids,medium,2
5000,0.04879069401240822,0.0436628360512322,0.04906400706543158,0.04906400665640831,0.04257999733090401,0.04269570857286453,0.0,0.0,0.0,0.0,0.0,0.39310747385025024,0.21157720685005188,0.39812546968460083,0.23071406781673431,5000.0,opc,ml,random_centroids,medium,2
25000,0.04886888779617669,0.06632593305872793,0.043997801424737734,0.04399780184030533,0.06357933580875397,0.0652894377708435,0.0,0.0,0.0,0.0,0.0,0.41069406270980835,0.23766127228736877,0.4014933407306671,0.25671520829200745,5000.0,opc,ml,random_centroids,medium,2
50000,0.04806409466209525,0.05444551438496176,0.05026016654340287,0.05026016756892204,0.05380135402083397,0.0539139024913311,0.0,0.0,0.0,0.0,0.0,0.4293604791164398,0.26606038212776184,0.4143136441707611,0.2730712890625,7500.0,opc,ml,random_centroids,medium,2
100000,0.04194608831168993,0.03679902213900349,0.045598475156374614,0.04559847712516785,0.03654682636260986,0.03604821860790253,0.0,0.0,0.0,0.0,0.0,0.42323753237724304,0.27820920944213867,0.4297393262386322,0.2766120433807373,15000.0,opc,ml,random_centroids,medium,2
1000000,0.02934269193449259,0.03392169297169003,0.039635922150455714,0.03963592275977135,0.039416324347257614,0.02698661759495735,0.0,0.0,0.0,0.0,0.0,0.5246975421905518,0.40260037779808044,0.9675557613372803,0.8983899354934692,150000.0,opc,ml,random_centroids,medium,2
0,0.048660077068968376,0.0434,0.050301171335755346,0.05030117183923721,0.0430462472140789,0.0430462472140789,0.0,0.0,0.0,0.0,0.0,0.33174461126327515,0.0,0.3084580600261688,0.0,5000.0,no_propensity,ml,random_centroids,medium,2
5000,0.048621974930363715,0.05261230578135145,0.05108706554275593,0.051087066531181335,0.05398867279291153,0.054048363119363785,0.0,0.0,0.0,0.0,0.0,0.4047086238861084,0.244776651263237,0.39394623041152954,0.2386239767074585,5000.0,no_propensity,ml,random_centroids,medium,2
25000,0.04894715660135645,0.05088889762785184,0.0494629286668754,0.049462929368019104,0.050875987857580185,0.05091340094804764,0.0,0.0,0.0,0.0,0.0,0.4138641655445099,0.2426755428314209,0.37624889612197876,0.20338498055934906,5000.0,no_propensity,ml,random_centroids,medium,2
50000,0.04817304876772974,0.045465807143065556,0.04717987259391598,0.047179874032735825,0.045372407883405685,0.045323632657527924,0.0,0.0,0.0,0.0,0.0,0.416629821062088,0.2434045821428299,0.3896433711051941,0.24548350274562836,7500.0,no_propensity,ml,random_centroids,medium,2
100000,0.04919076071531017,0.04826619970491576,0.049962232579248,0.049962230026721954,0.047396522015333176,0.04739755764603615,0.0,0.0,0.0,0.0,0.0,0.39606866240501404,0.24067939817905426,0.3849809169769287,0.24421922862529755,15000.0,no_propensity,ml,random_centroids,medium,2
1000000,0.04860536516843324,0.048725039687835855,0.04801281067017442,0.048012811690568924,0.04882534220814705,0.04884093254804611,0.0,0.0,0.0,0.0,0.0,0.4025498926639557,0.2319522202014923,0.395264595746994,0.24902915954589844,150000.0,no_propensity,ml,random_centroids,medium,2
