dataset,noise_mode,noise_axis,noise_level,ctr,train_size,metric,opc,no_propensity,delta,delta_std,lift_pct,n_seeds,initial_reward,delta_se
ml,kmeans_templates,context,extreme,0.05,50000,mean_trials,0.04834064926069951,0.04936591574115707,-0.0010252664804575554,0.0005295102480090857,-2.081249882898049,5,0.04817695161604896,0.00023680418186621763
ml,kmeans_templates,context,extreme,0.05,50000,oracle,0.04931634882510112,0.04950998026501982,-0.00019363143991869697,0.0001264443911670074,-0.39106198375227696,5,0.04817695161604896,5.65476508046005e-05
ml,kmeans_templates,context,extreme,0.05,50000,selected,0.04826451476185206,0.04939039086981708,-0.0011258761079650209,0.0007379741741438405,-2.286980672866923,5,0.04817695161604896,0.000330032083804979
ml,kmeans_templates,context,extreme,0.05,100000,mean_trials,0.04851535498778377,0.04939737503174461,-0.0008820200439608363,0.0003660517630775672,-1.7880705024794046,5,0.04817695161604896,0.00016370332510501757
ml,kmeans_templates,context,extreme,0.05,100000,oracle,0.049445344543110795,0.04950873693339694,-6.339239028614191e-05,0.0003094535487966822,-0.12642517797113628,5,0.04817695161604896,0.00013839183419758592
ml,kmeans_templates,context,extreme,0.05,100000,selected,0.048257747984805435,0.04936855955491044,-0.0011108115701050011,0.0007447093551878436,-2.2547656231160786,5,0.04817695161604896,0.0003330441483360108
ml,kmeans_templates,context,high,0.05,5000,mean_trials,0.0488632454861272,0.04938450186621528,-0.0005212563800880796,0.00019021643731179092,-1.0569584385504691,5,0.04884621628893436,8.506737685339836e-05
ml,kmeans_templates,context,high,0.05,5000,oracle,0.0495342440735553,0.049814015870026415,-0.0002797717964711191,0.00012505141288924582,-0.561923806358478,5,0.04884621628893436,5.59246919805494e-05
ml,kmeans_templates,context,high,0.05,5000,selected,0.04829469005010244,0.04965503860024132,-0.001360348550138879,0.0016078634760531999,-2.737666613417049,5,0.04884621628893436,0.000719058406198812
ml,kmeans_templates,context,high,0.05,25000,mean_trials,0.048893079835564526,0.04967514781680426,-0.0007820679812397368,0.00015518355768737567,-1.5750426624381466,5,0.04884621628893436,6.94001967958464e-05
ml,kmeans_templates,context,high,0.05,25000,oracle,0.0493439403296307,0.049869031228046104,-0.0005250908984153993,0.00020157655287730494,-1.0533703179638791,5,0.04884621628893436,9.014777498074694e-05
ml,kmeans_templates,context,high,0.05,25000,selected,0.0487971925708826,0.04970775899283754,-0.0009105664219549392,0.000500671669950312,-1.8340340760161902,5,0.04884621628893436,0.00022390717768344724
ml,kmeans_templates,context,high,0.05,50000,mean_trials,0.04889063663642812,0.049720865415414824,-0.000830228778986701,0.0002308640557550618,-1.6709990830974875,5,0.04884621628893436,0.00010324554444592395
ml,kmeans_templates,context,high,0.05,50000,oracle,0.04950732432856316,0.0498733376392612,-0.0003660133106980393,0.00011332532595059345,-0.7339567656325141,5,0.04884621628893436,5.0680626479569585e-05
ml,kmeans_templates,context,high,0.05,50000,selected,0.04906305325387604,0.04974548863491894,-0.0006824353810428979,0.00031815385439458774,-1.3733432512290926,5,0.04884621628893436,0.00014228272914597367
ml,kmeans_templates,context,high,0.05,100000,mean_trials,0.04899785262049132,0.04984169117884184,-0.000843838558350514,0.00028764089451287,-1.693670530136148,5,0.04884621628893436,0.00012863691864792472
ml,kmeans_templates,context,high,0.05,100000,oracle,0.04960371214676252,0.049907356363599095,-0.000303644216836578,0.0001544048294562038,-0.6083184445460917,5,0.04884621628893436,6.905193894366671e-05
ml,kmeans_templates,context,high,0.05,100000,selected,0.049085646035896977,0.04988653461359424,-0.0008008885776972591,0.0005387472414785995,-1.6061067824441544,5,0.04884621628893436,0.00024093509092732856
ml,kmeans_templates,context,low,0.05,5000,mean_trials,0.049480995204407865,0.049733172153161455,-0.00025217694875358937,6.832005979852514e-05,-0.5070973604136862,5,0.04943488762101246,3.0553659587270554e-05
ml,kmeans_templates,context,low,0.05,5000,oracle,0.04970979819371612,0.04992500980055202,-0.00021521160683590085,5.3213867644521165e-05,-0.4310943832073553,5,0.04943488762101246,2.3797965079765187e-05
ml,kmeans_templates,context,low,0.05,5000,selected,0.0494180478137099,0.04982324838749478,-0.0004052005737848821,0.00038895759553930385,-0.8127682817520606,5,0.04943488762101246,0.00017394712479815047
ml,kmeans_templates,context,low,0.05,25000,mean_trials,0.04938826722863526,0.04985239778093195,-0.00046413055229668906,7.889448322098788e-05,-0.9309435802155687,5,0.04943488762101246,3.528268550636909e-05
ml,kmeans_templates,context,low,0.05,25000,oracle,0.0496530868517817,0.049962626710454,-0.00030953985867230026,0.00010609314579079022,-0.6195392198556513,5,0.04943488762101246,4.744629718700052e-05
ml,kmeans_templates,context,low,0.05,25000,selected,0.0485619597391049,0.04990153826101772,-0.0013395785219128195,0.0016756844088966789,-2.684842229452611,5,0.04943488762101246,0.0007493888494259054
ml,kmeans_templates,context,low,0.05,50000,mean_trials,0.04931896635558232,0.0499160380983021,-0.0005970717427197833,0.00014297604373362358,-1.19616049805709,5,0.04943488762101246,6.394083058847303e-05
ml,kmeans_templates,context,low,0.05,50000,oracle,0.04966899179147054,0.04997241302630066,-0.0003034212348301188,5.087470540930248e-05,-0.6071726377131246,5,0.04943488762101246,2.275185992609532e-05
ml,kmeans_templates,context,low,0.05,50000,selected,0.04939619016087648,0.04994558831955548,-0.0005493981586790015,8.904052002600621e-05,-1.0999437468906534,5,0.04943488762101246,3.982013110601624e-05
ml,kmeans_templates,context,low,0.05,100000,mean_trials,0.04941589190372893,0.049953495305883125,-0.0005376034021541923,0.00011220019402729495,-1.0762044620432725,5,0.04943488762101246,5.017745218673948e-05
ml,kmeans_templates,context,low,0.05,100000,oracle,0.0496380038333855,0.0499798969496816,-0.0003418931162960978,0.00010948876768497533,-0.6840617633838608,5,0.04943488762101246,4.8964865463257423e-05
ml,kmeans_templates,context,low,0.05,100000,selected,0.04949663171945226,0.04997498280236076,-0.00047835108290850137,7.692699910138691e-05,-0.9571884189032716,5,0.04943488762101246,3.440279985915327e-05
ml,kmeans_templates,context,medium,0.05,5000,mean_trials,0.04928883625664692,0.049662218201200675,-0.0003733819445537551,5.6349306982757254e-05,-0.7519260097777698,5,0.04927593719475566,2.5200176179689757e-05
ml,kmeans_templates,context,medium,0.05,5000,oracle,0.049687895283516505,0.04986561345858298,-0.0001777181750664797,4.64869905184128e-05,-0.3563686806491871,5,0.04927593719475566,2.078961417371184e-05
ml,kmeans_templates,context,medium,0.05,5000,selected,0.04929278656116302,0.049739058917322956,-0.0004462723561599408,0.0002371367253601644,-0.8966370631340641,5,0.04927593719475566,0.00010605076757340518
ml,kmeans_templates,context,medium,0.05,25000,mean_trials,0.04928126236845256,0.04980117766636793,-0.0005199152979153701,0.0001740681257608416,-1.0439515438240725,5,0.04927593719475566,7.784563238344482e-05
ml,kmeans_templates,context,medium,0.05,25000,oracle,0.049578621078048404,0.04993946702246556,-0.0003608459444171583,0.0001281632327846542,-0.7225751700749916,5,0.04927593719475566,5.7316340144523284e-05
ml,kmeans_templates,context,medium,0.05,25000,selected,0.049260734409012304,0.049820577905133404,-0.0005598434961210971,0.00016552168773369767,-1.123498595800185,5,0.04927593719475566,7.402354910460821e-05
ml,kmeans_templates,context,medium,0.05,50000,mean_trials,0.04931784995659055,0.049873216300833495,-0.0005553663442429482,0.00010442435495260629,-1.1136154488179215,5,0.04927593719475566,4.6699991236118896e-05
ml,kmeans_templates,context,medium,0.05,50000,oracle,0.04964284530279298,0.04995631468606172,-0.0003134693832687399,0.00012921350349215583,-0.6275057106749158,5,0.04927593719475566,5.778603548387338e-05
ml,kmeans_templates,context,medium,0.05,50000,selected,0.049388968247050205,0.049927077462760115,-0.0005381092157099185,8.332414507112366e-05,-1.0778030392624793,5,0.04927593719475566,3.726369050921731e-05
ml,kmeans_templates,context,medium,0.05,100000,mean_trials,0.04938715497895106,0.04992827474762532,-0.0005411197686742572,0.00014300922037520185,-1.0838098090547843,5,0.04927593719475566,6.395566763363987e-05
ml,kmeans_templates,context,medium,0.05,100000,oracle,0.049680037766171345,0.049967973959312295,-0.00028793619314095714,0.0001155229330242536,-0.5762632932372398,5,0.04927593719475566,5.166342624047728e-05
ml,kmeans_templates,context,medium,0.05,100000,selected,0.04942545740283342,0.04995758662400242,-0.0005321292211690004,0.0001235498363154568,-1.0651133500010372,5,0.04927593719475566,5.525316652206671e-05
ml,kmeans_templates,metadata,brutal,0.05,5000,mean_trials,0.04771475774292898,0.04817976922222285,-0.00046501147929387253,0.00017695849076632188,-0.9646435746422993,5,0.0477349773139495,7.91382429098529e-05
ml,kmeans_templates,metadata,brutal,0.05,5000,oracle,0.04835902706414968,0.04899102946197968,-0.0006320023978299991,0.00014053631218392907,-1.2875550605180413,5,0.0477349773139495,6.284974947007946e-05
ml,kmeans_templates,metadata,brutal,0.05,5000,selected,0.0473985659151675,0.0484097697593973,-0.0010112038442297994,0.0012810829762442766,-2.063732132182751,5,0.0477349773139495,0.0005729177239399901
ml,kmeans_templates,metadata,brutal,0.05,25000,mean_trials,0.047982501817241216,0.048567320275135405,-0.0005848184578941887,0.00048734146539186824,-1.1997714997507665,5,0.0477349773139495,0.0002179457289741157
ml,kmeans_templates,metadata,brutal,0.05,25000,oracle,0.04906320224618488,0.04914756567549148,-8.436342930660118e-05,0.0006195450870178432,-0.16138333387841314,5,0.0477349773139495,0.000277068985939584
ml,kmeans_templates,metadata,brutal,0.05,25000,selected,0.04771640998179278,0.04899130362403174,-0.0012748936422389613,0.0006383815434666704,-2.5969774632351434,5,0.0477349773139495,0.0002854929053545423
ml,kmeans_templates,metadata,brutal,0.05,50000,mean_trials,0.047886247377777885,0.04880157293070899,-0.000915325552931108,0.0002765768980977341,-1.876107221747127,5,0.0477349773139495,0.00012368894903051314
ml,kmeans_templates,metadata,brutal,0.05,50000,oracle,0.048698977939262,0.04938145507276054,-0.0006824771334985408,0.0003921361560180217,-1.3803538171886165,5,0.0477349773139495,0.00017536862025835194
ml,kmeans_templates,metadata,brutal,0.05,50000,selected,0.04772059476892996,0.04897826435017434,-0.0012576695812443791,0.0005673983662462566,-2.55857534050021,5,0.0477349773139495,0.0002537482634497904
ml,kmeans_templates,metadata,brutal,0.05,100000,mean_trials,0.04809584217614062,0.04907037758842013,-0.0009745354122795091,0.00045865223139317007,-1.982562900785363,5,0.0477349773139495,0.00020511551348541827
ml,kmeans_templates,metadata,brutal,0.05,100000,oracle,0.04908169537781384,0.04938313826122628,-0.0003014428834124394,0.0005250226460523778,-0.6036669169419014,5,0.0477349773139495,0.00023479726525998566
ml,kmeans_templates,metadata,brutal,0.05,100000,selected,0.04806421031921988,0.04912275507010288,-0.001058544750882999,0.0005167093189388972,-2.147731399268735,5,0.0477349773139495,0.0002310794323509987
ml,kmeans_templates,metadata,extreme,0.05,5000,mean_trials,0.048551519219549456,0.04886778827398684,-0.0003162690544373889,0.00011950571245243341,-0.6473068297961075,5,0.04847196252087254,5.344457934863684e-05
ml,kmeans_templates,metadata,extreme,0.05,5000,oracle,0.0491491179296448,0.04940224275769882,-0.0002531248280540202,0.00020691470306711724,-0.5125317203046643,5,0.04847196252087254,9.253506832045167e-05
ml,kmeans_templates,metadata,extreme,0.05,5000,selected,0.04859451594711882,0.04896751335690596,-0.0003729974097871402,0.00016437615038727163,-0.7593668139806826,5,0.04847196252087254,7.351124922913354e-05
ml,kmeans_templates,metadata,extreme,0.05,25000,mean_trials,0.04851836830754856,0.04934333167343603,-0.0008249633658874683,0.00023257331662727542,-1.6726618571600524,5,0.04847196252087254,0.00010400994914623399
ml,kmeans_templates,metadata,extreme,0.05,25000,oracle,0.0490073358032607,0.04975351126785562,-0.0007461754645949198,0.00032623700887248413,-1.50051892880375,5,0.04847196252087254,0.0001458976257230153
ml,kmeans_templates,metadata,extreme,0.05,25000,selected,0.04847764814548626,0.04947456141888222,-0.0009969132733959607,0.00033614608173907764,-2.0131362151608747,5,0.04847196252087254,0.00015032909782775565
ml,kmeans_templates,metadata,extreme,0.05,50000,mean_trials,0.048616144930357916,0.04957534124027438,-0.000959196309916463,0.0002190228826400275,-1.9351515805748227,5,0.04847196252087254,9.795001084221201e-05
ml,kmeans_templates,metadata,extreme,0.05,50000,oracle,0.04930097604031488,0.0498619809946445,-0.0005610049543296206,0.0004310953017255823,-1.1244551115528347,5,0.04847196252087254,0.00019279167988783686
ml,kmeans_templates,metadata,extreme,0.05,50000,selected,0.048629075572105294,0.049738458194894,-0.0011093826227887029,0.0006335453549510201,-2.2281416220554706,5,0.04847196252087254,0.00028333009609994277
ml,kmeans_templates,metadata,extreme,0.05,100000,mean_trials,0.04871336960593652,0.04970697657558597,-0.000993606969649448,0.0003691794574963484,-1.9988934810450352,5,0.04847196252087254,0.00016510207257166586
ml,kmeans_templates,metadata,extreme,0.05,100000,oracle,0.04943415666054276,0.04988904726632306,-0.0004548906057803004,0.0001877908397830667,-0.9117633811242991,5,0.04847196252087254,8.398261666134179e-05
ml,kmeans_templates,metadata,extreme,0.05,100000,selected,0.04854147387980706,0.049857529701407576,-0.0013160558216005174,0.0003706321358355843,-2.6398522299484997,5,0.04847196252087254,0.00016575173007486044
ml,kmeans_templates,metadata,high,0.05,5000,mean_trials,0.04907640440570656,0.04956225564227746,-0.00048585123657089724,0.0001681851907986963,-0.9807708937011931,5,0.049152736859889364,7.521470388693141e-05
ml,kmeans_templates,metadata,high,0.05,5000,oracle,0.049472337526826,0.049826874864276796,-0.00035453733745079987,0.0001504616619918404,-0.711743004541725,5,0.049152736859889364,6.72885008442703e-05
ml,kmeans_templates,metadata,high,0.05,5000,selected,0.04912901401818552,0.04968774981553506,-0.0005587357973495411,0.00016962903136002005,-1.1235064067115392,5,0.049152736859889364,7.586040901568968e-05
ml,kmeans_templates,metadata,high,0.05,25000,mean_trials,0.049224811371836416,0.049729731011744244,-0.0005049196399078248,0.00011333070467916486,-1.0154050777368995,5,0.049152736859889364,5.068303192011322e-05
ml,kmeans_templates,metadata,high,0.05,25000,oracle,0.04954285926349204,0.04994036199894952,-0.0003975027354574806,0.00013786334340181697,-0.7959800770569772,5,0.049152736859889364,6.165436149037197e-05
ml,kmeans_templates,metadata,high,0.05,25000,selected,0.04923842005342988,0.04978306576660842,-0.0005446457131785418,0.0002668680463942656,-1.093004731715584,5,0.049152736859889364,0.0001193470185520291
ml,kmeans_templates,metadata,high,0.05,50000,mean_trials,0.04917953572786497,0.049846562182429215,-0.0006670264545642457,0.0002061180324836842,-1.3380002630153065,5,0.049152736859889364,9.217878640440554e-05
ml,kmeans_templates,metadata,high,0.05,50000,oracle,0.04952765093260544,0.04995583767965644,-0.00042818674705100146,0.00011862273658618018,-0.8571499858093592,5,0.049152736859889364,5.304970053675004e-05
ml,kmeans_templates,metadata,high,0.05,50000,selected,0.04921858508812108,0.04993624383396468,-0.0007176587458435982,0.00013003158413620863,-1.4371200791951222,5,0.049152736859889364,5.815189227010915e-05
ml,kmeans_templates,metadata,high,0.05,100000,mean_trials,0.049104664098083985,0.04991589273502723,-0.0008112286369432467,0.00017827619386557791,-1.6253086920131778,5,0.049152736859889364,7.972753765067264e-05
ml,kmeans_templates,metadata,high,0.05,100000,oracle,0.04943637721610764,0.0499622185343426,-0.0005258413182349612,7.020453318392879e-05,-1.0524769748813978,5,0.049152736859889364,3.1396421705580905e-05
ml,kmeans_templates,metadata,high,0.05,100000,selected,0.04920439738195392,0.0499577087841764,-0.0007533114022224799,0.00014135621774660626,-1.50789594951739,5,0.049152736859889364,6.321642238473475e-05
ml,kmeans_templates,metadata,low,0.05,5000,mean_trials,0.049541241104653064,0.04979424716239643,-0.00025300605774336153,8.706312366119068e-05,-0.5081218280617864,5,0.04956386105534148,3.8935812567978546e-05
ml,kmeans_templates,metadata,low,0.05,5000,oracle,0.0497353951777382,0.049952033114542285,-0.0002166379368040802,7.294546897635634e-05,-0.4336973517422333,5,0.04956386105534148,3.262220545634695e-05
ml,kmeans_templates,metadata,low,0.05,5000,selected,0.04953728883813442,0.04989031938222114,-0.00035303054408671877,0.00016625174225505957,-0.7078247206071466,5,0.04956386105534148,7.435003941201748e-05
ml,kmeans_templates,metadata,low,0.05,25000,mean_trials,0.04947289195419302,0.04986692932985231,-0.000394037375659291,0.0001178127982166225,-0.7901880599674572,5,0.04956386105534148,5.268748508636678e-05
ml,kmeans_templates,metadata,low,0.05,25000,oracle,0.04966911054759062,0.0499730440951966,-0.0003039335476059779,4.6547589656943166e-05,-0.6081953885871139,5,0.04956386105534148,2.0816714932338206e-05
ml,kmeans_templates,metadata,low,0.05,25000,selected,0.04935453316716236,0.0498887028300061,-0.0005341696628437378,0.0004977641176735368,-1.070517787864017,5,0.04956386105534148,0.0002226068807756465
ml,kmeans_templates,metadata,low,0.05,50000,mean_trials,0.049586623595073376,0.04992871858339325,-0.0003420949883198715,3.649260481625631e-05,-0.6851692946588452,5,0.04956386105534148,1.6319989009037065e-05
ml,kmeans_templates,metadata,low,0.05,50000,oracle,0.049724202765213436,0.04997536106420778,-0.0002511582989943403,6.884934294067292e-05,-0.5025660354569984,5,0.04956386105534148,3.0790362204307984e-05
ml,kmeans_templates,metadata,low,0.05,50000,selected,0.04958040708983878,0.04996809683926188,-0.000387689749423098,2.425635700214612e-05,-0.775872960186159,5,0.04956386105534148,1.0847772628660347e-05
ml,kmeans_templates,metadata,low,0.05,100000,mean_trials,0.049514581414189,0.049960792079360064,-0.00044621066517106927,6.960498029594707e-05,-0.8931136982986347,5,0.04956386105534148,3.112829350285421e-05
ml,kmeans_templates,metadata,low,0.05,100000,oracle,0.04970749450876598,0.04998196849942614,-0.00027447399066015955,4.776036790243689e-05,-0.5491471745897631,5,0.04956386105534148,2.1359085852049587e-05
ml,kmeans_templates,metadata,low,0.05,100000,selected,0.04946675115643118,0.04996993169577204,-0.0005031805393408611,0.0001508457534466247,-1.0069188627394035,5,0.04956386105534148,6.74602717647652e-05
ml,kmeans_templates,metadata,medium,0.05,5000,mean_trials,0.04940677590512764,0.04969936090278407,-0.0002925849976564296,5.8170329650477367e-05,-0.5887219909347416,5,0.04939576186212534,2.6014562274407795e-05
ml,kmeans_templates,metadata,medium,0.05,5000,oracle,0.04963773644042524,0.04991171909698808,-0.0002739826565628406,7.285711439386704e-05,-0.5489754246129988,5,0.04939576186212534,3.258269208583302e-05
ml,kmeans_templates,metadata,medium,0.05,5000,selected,0.0494265331620331,0.04987755126302364,-0.0004510181009905398,0.00014594538432404524,-0.904315459764814,5,0.04939576186212534,6.526876007017947e-05
ml,kmeans_templates,metadata,medium,0.05,25000,mean_trials,0.049397925453631954,0.04981911297558789,-0.0004211875219559388,0.00010818453475552269,-0.845401045529,5,0.04939576186212534,4.8381594765507464e-05
ml,kmeans_templates,metadata,medium,0.05,25000,oracle,0.0495779345624503,0.04996366794565822,-0.00038573338320791877,0.00012358073143847034,-0.7720403065518858,5,0.04939576186212534,5.526698324111301e-05
ml,kmeans_templates,metadata,medium,0.05,25000,selected,0.0494114159999065,0.04986901687830208,-0.00045760087839557954,8.337335711871736e-05,-0.917565881226111,5,0.04939576186212534,3.72856988059636e-05
ml,kmeans_templates,metadata,medium,0.05,50000,mean_trials,0.04941749837536448,0.04990238025358102,-0.00048488187821654066,6.445134823509306e-05,-0.9716449986008102,5,0.04939576186212534,2.8823519179035834e-05
ml,kmeans_templates,metadata,medium,0.05,50000,oracle,0.049662349062498425,0.04997119843968212,-0.00030884937718370087,0.00012468113528479223,-0.6180480283381994,5,0.04939576186212534,5.5759098801728605e-05
ml,kmeans_templates,metadata,medium,0.05,50000,selected,0.04946255498658152,0.049946009889280704,-0.0004834549026991791,9.458989837194937e-05,-0.9678765527899216,5,0.04939576186212534,4.230188854889509e-05
ml,kmeans_templates,metadata,medium,0.05,100000,mean_trials,0.04938575083026103,0.0499454283276735,-0.000559677497412464,8.312948326470706e-05,-1.1205659830731993,5,0.04939576186212534,3.717663510286322e-05
ml,kmeans_templates,metadata,medium,0.05,100000,oracle,0.04962496221624964,0.04997674670142844,-0.0003517844851787993,0.00011861531889450754,-0.7038853080601122,5,0.04939576186212534,5.3046383244186806e-05
ml,kmeans_templates,metadata,medium,0.05,100000,selected,0.04943742247677334,0.0499659562134356,-0.0005285337366622608,0.00011852155618461155,-1.0577722576009259,5,0.04939576186212534,5.3004451285570405e-05
