dataset,noise_mode,noise_axis,noise_level,ctr,train_size,metric,opc,no_propensity,delta,delta_std,lift_pct,n_seeds,initial_reward,delta_se
ml,kmeans_templates,combined,brutal,0.05,100000,oracle,0.04787871289787038,0.04732936788126018,0.0005493450166102004,0.0002979660375536622,1.1685682543655578,5,0.04699268106614134,0.00013325446299124877
ml,kmeans_templates,combined,brutal,0.05,100000,selected,0.04709008901551872,0.047244983236546176,-0.0001548942210274587,0.00023656213800729467,-0.33454467995377224,5,0.04699268106614134,0.0001057938042973995
ml,kmeans_templates,combined,extreme,0.05,5000,mean_trials,0.04673297321510593,0.04700867105828457,-0.0002756978431786322,0.0001577080633621803,-0.5894286484771912,5,0.04674219633637948,7.052919005553583e-05
ml,kmeans_templates,combined,extreme,0.05,5000,oracle,0.04748907519312884,0.04761469276952602,-0.00012561757639718146,0.00020837102716944115,-0.262056743051144,5,0.04674219633637948,9.318635625846519e-05
ml,kmeans_templates,combined,extreme,0.05,5000,selected,0.0467265807993727,0.047092774351481556,-0.000366193552108858,0.00033800669760550886,-0.7658428723049516,5,0.04674219633637948,0.00015116119053922662
ml,kmeans_templates,combined,extreme,0.05,25000,mean_trials,0.04688137827247227,0.047336269985140685,-0.00045489171266841627,0.00014703644265617958,-0.9650228211606791,5,0.04674219633637948,6.575669618979345e-05
ml,kmeans_templates,combined,extreme,0.05,25000,oracle,0.047739163691114514,0.04764055845168798,9.860523942653854e-05,0.00035954359421617527,0.2153572780091801,5,0.04674219633637948,0.00016079278350839362
ml,kmeans_templates,combined,extreme,0.05,25000,selected,0.04682627070201026,0.04745623625908662,-0.0006299655570763604,0.000310025513638988,-1.3346035564311596,5,0.04674219633637948,0.00013864762465121307
ml,kmeans_templates,combined,extreme,0.05,50000,mean_trials,0.0469519075393387,0.04731637511128718,-0.00036446757194847913,0.0002367620286047753,-0.7649744106568315,5,0.04674219633637948,0.00010588319809020544
ml,kmeans_templates,combined,extreme,0.05,50000,oracle,0.04802171381421764,0.04752976929132916,0.0004919445228884781,0.000661783221737102,1.0576763420261999,5,0.04674219633637948,0.00029595845403459527
ml,kmeans_templates,combined,extreme,0.05,50000,selected,0.0470411760208022,0.04733048918275002,-0.0002893131619478198,0.00048493756357996634,-0.6004752683669492,5,0.04674219633637948,0.00021687067140158619
ml,kmeans_templates,combined,extreme,0.05,100000,mean_trials,0.046984648094190416,0.047367338714048524,-0.0003826906198581059,0.000132402050207696,-0.8121262736550691,5,0.04674219633637948,5.9211996924949676e-05
ml,kmeans_templates,combined,extreme,0.05,100000,oracle,0.04770036400743148,0.04752820818936946,0.00017215581806201836,0.00014378002568269177,0.36013537356183345,5,0.04674219633637948,6.430038224663288e-05
ml,kmeans_templates,combined,extreme,0.05,100000,selected,0.046803336158850684,0.04731612503555312,-0.0005127888767024399,0.00013643572190880337,-1.0875399087657702,5,0.04674219633637948,6.1015909749468336e-05
ml,kmeans_templates,combined,high,0.05,5000,mean_trials,0.04704475506296474,0.04791849215794688,-0.000873737094982141,0.0003329313507247946,-1.8264123393764955,5,0.04691720985318628,0.0001488914264122929
ml,kmeans_templates,combined,high,0.05,5000,oracle,0.048050990651859984,0.048876365797135925,-0.0008253751452759403,0.00047809410366956396,-1.689653739885698,5,0.04691720985318628,0.00021381018308939533
ml,kmeans_templates,combined,high,0.05,5000,selected,0.04707387472631184,0.0482910072689184,-0.001217132542606561,0.000519256068616162,-2.520207442280717,5,0.04691720985318628,0.00023221837343100665
ml,kmeans_templates,combined,high,0.05,25000,mean_trials,0.04722023652248725,0.048630276399011484,-0.0014100398765242341,0.00036939071978732977,-2.9047294863392734,5,0.04691720985318628,0.0001651965519404092
ml,kmeans_templates,combined,high,0.05,25000,oracle,0.04816713797726742,0.04935210042121702,-0.0011849624439496012,0.0003309037887358603,-2.4022842067586394,5,0.04691720985318628,0.00014798467312512255
ml,kmeans_templates,combined,high,0.05,25000,selected,0.0473582295796656,0.04911805502860293,-0.0017598254489373396,0.0011030034333924016,-3.5811811022021716,5,0.04691720985318628,0.0004932781312962142
ml,kmeans_templates,combined,high,0.05,50000,mean_trials,0.04723702589068181,0.04896973213685167,-0.001732706246169864,0.000350428564977491,-3.5413120881179965,5,0.04691720985318628,0.00015671641850947439
ml,kmeans_templates,combined,high,0.05,50000,oracle,0.04843481605807956,0.04938400183577348,-0.00094918577769392,0.00035567102053439624,-1.9234055596427564,5,0.04691720985318628,0.0001590609159083267
ml,kmeans_templates,combined,high,0.05,50000,selected,0.04715013987943674,0.04929001355959578,-0.002139873680159042,0.0007204426170907638,-4.343621154174896,5,0.04691720985318628,0.00032219173314055986
ml,kmeans_templates,combined,high,0.05,100000,mean_trials,0.04759112310118383,0.04913786884232798,-0.0015467457411441538,0.0002098445030080723,-3.1486529107446444,5,0.04691720985318628,9.384531468614175e-05
ml,kmeans_templates,combined,high,0.05,100000,oracle,0.04892775602033606,0.0493934404933839,-0.00046568447304783794,0.00022399010977732344,-0.9420036891570586,5,0.04691720985318628,0.00010017142234994709
ml,kmeans_templates,combined,high,0.05,100000,selected,0.04783409696226104,0.049099615020768185,-0.001265518058507141,0.0003295191809550154,-2.575032346091012,5,0.04691720985318628,0.0001473654577010937
ml,kmeans_templates,combined,low,0.05,5000,mean_trials,0.049315284277165014,0.04962300441073029,-0.00030772013356527157,0.00010329826542463153,-0.6201328758212058,5,0.04925650364012006,4.619638868945846e-05
ml,kmeans_templates,combined,low,0.05,5000,oracle,0.04957867097728918,0.0498826727215051,-0.0003040017442159204,7.976410343941656e-05,-0.6095085022558001,5,0.04925650364012006,3.567159149097204e-05
ml,kmeans_templates,combined,low,0.05,5000,selected,0.04937675362072223,0.0497704766937274,-0.000393723073005163,0.00010548038456608324,-0.791184946600346,5,0.04925650364012006,4.7172262036516354e-05
ml,kmeans_templates,combined,low,0.05,25000,mean_trials,0.049265442362119015,0.04978252009816889,-0.0005170777360498785,6.491404429927873e-05,-1.0386661736327527,5,0.04925650364012006,2.903044314952399e-05
