dataset,noise_mode,noise_axis,noise_level,ctr,train_size,seed,metric,no_propensity,opc,delta,lift_pct,initial_reward
ml,kmeans_templates,action,extreme,0.05,5000,2,oracle,0.0480259139481939,0.0478544617869567,-0.0001714521612371997,-0.35699926798300413,0.0474672099741214
ml,kmeans_templates,action,extreme,0.05,5000,2,selected,0.0477999416226149,0.047495573526288,-0.0003043680963269041,-0.6367541172537808,0.0474672099741214
ml,kmeans_templates,action,extreme,0.05,5000,3,mean_trials,0.04743718372045001,0.047169003384134406,-0.0002681803363156071,-0.5653378115699467,0.0470871931671049
ml,kmeans_templates,action,extreme,0.05,5000,3,oracle,0.0482137437891462,0.0477741922208724,-0.0004395515682738063,-0.9116727591122211,0.0470871931671049
ml,kmeans_templates,action,extreme,0.05,5000,3,selected,0.0480834390453768,0.0468263372673214,-0.0012571017780554014,-2.6144173607654446,0.0470871931671049
ml,kmeans_templates,action,extreme,0.05,5000,4,mean_trials,0.04764800802003197,0.047397377195678346,-0.00025063082435362177,-0.526004831614897,0.0473316286445249
ml,kmeans_templates,action,extreme,0.05,5000,4,oracle,0.0485071089680631,0.0480240996182664,-0.000483009349796705,-0.9957496129375935,0.0473316286445249
ml,kmeans_templates,action,extreme,0.05,5000,4,selected,0.0476562024615997,0.0472658323032365,-0.00039037015836319855,-0.8191381985959751,0.0473316286445249
ml,kmeans_templates,action,extreme,0.05,25000,0,mean_trials,0.04798747484134088,0.04733198625981441,-0.0006554885815264686,-1.3659576456016593,0.047214446646648
ml,kmeans_templates,action,extreme,0.05,25000,0,oracle,0.0486448407819156,0.0476066991175732,-0.0010381416643424068,-2.1341249095594748,0.047214446646648
ml,kmeans_templates,action,extreme,0.05,25000,0,selected,0.0482277487583467,0.047604466684391,-0.0006232820739556985,-1.2923723167729824,0.047214446646648
ml,kmeans_templates,action,extreme,0.05,25000,1,mean_trials,0.04828496849576884,0.04752483935192272,-0.0007601291438461208,-1.5742562696561149,0.0475615721433665
ml,kmeans_templates,action,extreme,0.05,25000,1,oracle,0.048780418908821,0.0479535054629303,-0.0008269134458906979,-1.695174958288779,0.0475615721433665
ml,kmeans_templates,action,extreme,0.05,25000,1,selected,0.0486873514893653,0.0474386102100634,-0.0012487412793018987,-2.5648166127390586,0.0475615721433665
ml,kmeans_templates,action,extreme,0.05,25000,2,mean_trials,0.04784018646864187,0.04760444779977249,-0.00023573866886937578,-0.4927628553954258,0.0474672099741214
ml,kmeans_templates,action,extreme,0.05,25000,2,oracle,0.048539698037542,0.0481985264865696,-0.00034117155097240087,-0.7028711853718763,0.0474672099741214
ml,kmeans_templates,action,extreme,0.05,25000,2,selected,0.0477470638655045,0.0473423748609416,-0.0004046890045628984,-0.8475683566697205,0.0474672099741214
