dataset,noise_mode,noise_axis,noise_level,ctr,train_size,seed,method,reward,initial_reward,metric
ml,kmeans_templates,context,brutal,0.05,100000,3,no_propensity,0.048621606627232,0.0481144194008443,oracle
ml,kmeans_templates,context,brutal,0.05,100000,3,opc,0.0487915188546517,0.0481144194008443,oracle
ml,kmeans_templates,context,brutal,0.05,100000,4,no_propensity,0.0491489753287041,0.0484927499264902,oracle
ml,kmeans_templates,context,brutal,0.05,100000,4,opc,0.0490756762553656,0.0484927499264902,oracle
ml,kmeans_templates,context,extreme,0.05,5000,0,no_propensity,0.049326198033668,0.0471409906431615,oracle
ml,kmeans_templates,context,extreme,0.05,5000,0,opc,0.0492244150554746,0.0471409906431615,oracle
ml,kmeans_templates,context,extreme,0.05,5000,1,no_propensity,0.0497955278032481,0.049408615419236,oracle
ml,kmeans_templates,context,extreme,0.05,5000,1,opc,0.0496837497166774,0.049408615419236,oracle
ml,kmeans_templates,context,extreme,0.05,5000,2,no_propensity,0.049495123449763,0.0472092083079514,oracle
ml,kmeans_templates,context,extreme,0.05,5000,2,opc,0.0489022483694645,0.0472092083079514,oracle
ml,kmeans_templates,context,extreme,0.05,5000,3,no_propensity,0.0493269706484246,0.048278926861906,oracle
ml,kmeans_templates,context,extreme,0.05,5000,3,opc,0.0488564204545207,0.048278926861906,oracle
ml,kmeans_templates,context,extreme,0.05,5000,4,no_propensity,0.0496352024539024,0.0488470168479899,oracle
ml,kmeans_templates,context,extreme,0.05,5000,4,opc,0.049244271884839,0.0488470168479899,oracle
ml,kmeans_templates,context,extreme,0.05,25000,0,no_propensity,0.0492946833229581,0.0471409906431615,oracle
ml,kmeans_templates,context,extreme,0.05,25000,0,opc,0.0482607213125009,0.0471409906431615,oracle
ml,kmeans_templates,context,extreme,0.05,25000,1,no_propensity,0.0498412457984313,0.049408615419236,oracle
ml,kmeans_templates,context,extreme,0.05,25000,1,opc,0.0495079029034495,0.049408615419236,oracle
ml,kmeans_templates,context,extreme,0.05,25000,2,no_propensity,0.0492371745640478,0.0472092083079514,oracle
ml,kmeans_templates,context,extreme,0.05,25000,2,opc,0.0491084044639163,0.0472092083079514,oracle
ml,kmeans_templates,context,extreme,0.05,25000,3,no_propensity,0.0493484042585912,0.048278926861906,oracle
ml,kmeans_templates,context,extreme,0.05,25000,3,opc,0.0489313469577958,0.048278926861906,oracle
ml,kmeans_templates,context,extreme,0.05,25000,4,no_propensity,0.0496575298804993,0.0488470168479899,oracle
ml,kmeans_templates,context,extreme,0.05,25000,4,opc,0.0495131497150196,0.0488470168479899,oracle
ml,kmeans_templates,context,extreme,0.05,50000,0,no_propensity,0.0492756723289099,0.0471409906431615,oracle
ml,kmeans_templates,context,extreme,0.05,50000,0,opc,0.0490765398741452,0.0471409906431615,oracle
ml,kmeans_templates,context,extreme,0.05,50000,1,no_propensity,0.0498240532524049,0.049408615419236,oracle
ml,kmeans_templates,context,extreme,0.05,50000,1,opc,0.0497572324297056,0.049408615419236,oracle
ml,kmeans_templates,context,extreme,0.05,50000,2,no_propensity,0.0493626175992289,0.0472092083079514,oracle
ml,kmeans_templates,context,extreme,0.05,50000,2,opc,0.0492814567170238,0.0472092083079514,oracle
ml,kmeans_templates,context,extreme,0.05,50000,3,no_propensity,0.0493716664425471,0.048278926861906,oracle
ml,kmeans_templates,context,extreme,0.05,50000,3,opc,0.0491238559042744,0.048278926861906,oracle
ml,kmeans_templates,context,extreme,0.05,50000,4,no_propensity,0.0497158917020083,0.0488470168479899,oracle
ml,kmeans_templates,context,extreme,0.05,50000,4,opc,0.0493426592003566,0.0488470168479899,oracle
ml,kmeans_templates,context,extreme,0.05,100000,0,no_propensity,0.0493705351354891,0.0471409906431615,oracle
ml,kmeans_templates,context,extreme,0.05,100000,0,opc,0.0493267231099224,0.0471409906431615,oracle
ml,kmeans_templates,context,extreme,0.05,100000,1,no_propensity,0.0498153912289691,0.049408615419236,oracle
ml,kmeans_templates,context,extreme,0.05,100000,1,opc,0.0494640584939903,0.049408615419236,oracle
ml,kmeans_templates,context,extreme,0.05,100000,2,no_propensity,0.049312064944748,0.0472092083079514,oracle
ml,kmeans_templates,context,extreme,0.05,100000,2,opc,0.0492528932069558,0.0472092083079514,oracle
ml,kmeans_templates,context,extreme,0.05,100000,3,no_propensity,0.0493705124916058,0.048278926861906,oracle
ml,kmeans_templates,context,extreme,0.05,100000,3,opc,0.0498030924695004,0.048278926861906,oracle
ml,kmeans_templates,context,extreme,0.05,100000,4,no_propensity,0.0496751808661727,0.0488470168479899,oracle
ml,kmeans_templates,context,extreme,0.05,100000,4,opc,0.0493799554351851,0.0488470168479899,oracle
ml,kmeans_templates,context,high,0.05,5000,0,no_propensity,0.0496926079576914,0.0483407652012639,oracle
ml,kmeans_templates,context,high,0.05,5000,0,opc,0.049219887824148,0.0483407652012639,oracle
ml,kmeans_templates,context,high,0.05,5000,1,no_propensity,0.0498719331105566,0.0494328812879498,oracle
ml,kmeans_templates,context,high,0.05,5000,1,opc,0.0496828284781124,0.0494328812879498,oracle
ml,kmeans_templates,context,high,0.05,5000,2,no_propensity,0.0498609143015772,0.0484716154000644,oracle
ml,kmeans_templates,context,high,0.05,5000,2,opc,0.0496631281497605,0.0484716154000644,oracle
ml,kmeans_templates,context,high,0.05,5000,3,no_propensity,0.0497994406885395,0.0487627254693241,oracle
ml,kmeans_templates,context,high,0.05,5000,3,opc,0.0494584926494884,0.0487627254693241,oracle
ml,kmeans_templates,context,high,0.05,5000,4,no_propensity,0.0498451832917674,0.0492230940860696,oracle
ml,kmeans_templates,context,high,0.05,5000,4,opc,0.0496468832662672,0.0492230940860696,oracle
ml,kmeans_templates,context,high,0.05,25000,0,no_propensity,0.0497420936249224,0.0483407652012639,oracle
ml,kmeans_templates,context,high,0.05,25000,0,opc,0.0488880814836433,0.0483407652012639,oracle
ml,kmeans_templates,context,high,0.05,25000,1,no_propensity,0.0499356846145456,0.0494328812879498,oracle
ml,kmeans_templates,context,high,0.05,25000,1,opc,0.0495023123316292,0.0494328812879498,oracle
ml,kmeans_templates,context,high,0.05,25000,2,no_propensity,0.0498667561953363,0.0484716154000644,oracle
ml,kmeans_templates,context,high,0.05,25000,2,opc,0.049419431046599,0.0484716154000644,oracle
ml,kmeans_templates,context,high,0.05,25000,3,no_propensity,0.0498980809827265,0.0487627254693241,oracle
ml,kmeans_templates,context,high,0.05,25000,3,opc,0.0493361465923251,0.0487627254693241,oracle
ml,kmeans_templates,context,high,0.05,25000,4,no_propensity,0.0499025407226997,0.0492230940860696,oracle
ml,kmeans_templates,context,high,0.05,25000,4,opc,0.0495737301939569,0.0492230940860696,oracle
ml,kmeans_templates,context,high,0.05,50000,0,no_propensity,0.0497575838327996,0.0483407652012639,oracle
ml,kmeans_templates,context,high,0.05,50000,0,opc,0.0492787978238352,0.0483407652012639,oracle
ml,kmeans_templates,context,high,0.05,50000,1,no_propensity,0.0499415487049454,0.0494328812879498,oracle
ml,kmeans_templates,context,high,0.05,50000,1,opc,0.0496750808171632,0.0494328812879498,oracle
ml,kmeans_templates,context,high,0.05,50000,2,no_propensity,0.0498323471483284,0.0484716154000644,oracle
ml,kmeans_templates,context,high,0.05,50000,2,opc,0.04960232055878,0.0484716154000644,oracle
ml,kmeans_templates,context,high,0.05,50000,3,no_propensity,0.0499149267448793,0.0487627254693241,oracle
ml,kmeans_templates,context,high,0.05,50000,3,opc,0.049524386229608,0.0487627254693241,oracle
ml,kmeans_templates,context,high,0.05,50000,4,no_propensity,0.0499202817653533,0.0492230940860696,oracle
ml,kmeans_templates,context,high,0.05,50000,4,opc,0.0494560362134294,0.0492230940860696,oracle
ml,kmeans_templates,context,high,0.05,100000,0,no_propensity,0.0498015048618468,0.0483407652012639,oracle
ml,kmeans_templates,context,high,0.05,100000,0,opc,0.0495742783256008,0.0483407652012639,oracle
ml,kmeans_templates,context,high,0.05,100000,1,no_propensity,0.0499440989294207,0.0494328812879498,oracle
ml,kmeans_templates,context,high,0.05,100000,1,opc,0.0496047620111321,0.0494328812879498,oracle
ml,kmeans_templates,context,high,0.05,100000,2,no_propensity,0.0499257670162228,0.0484716154000644,oracle
ml,kmeans_templates,context,high,0.05,100000,2,opc,0.0495025858364375,0.0484716154000644,oracle
ml,kmeans_templates,context,high,0.05,100000,3,no_propensity,0.0499258305959079,0.0487627254693241,oracle
ml,kmeans_templates,context,high,0.05,100000,3,opc,0.0498498143472262,0.0487627254693241,oracle
ml,kmeans_templates,context,high,0.05,100000,4,no_propensity,0.0499395804145973,0.0492230940860696,oracle
ml,kmeans_templates,context,high,0.05,100000,4,opc,0.049487120213416,0.0492230940860696,oracle
ml,kmeans_templates,context,low,0.05,5000,0,no_propensity,0.049917196952953,0.0493921732446926,oracle
ml,kmeans_templates,context,low,0.05,5000,0,opc,0.0496727975130569,0.0493921732446926,oracle
ml,kmeans_templates,context,low,0.05,5000,1,no_propensity,0.0499265083163841,0.0494842785581161,oracle
ml,kmeans_templates,context,low,0.05,5000,1,opc,0.0497287683551492,0.0494842785581161,oracle
ml,kmeans_templates,context,low,0.05,5000,2,no_propensity,0.0499216426317455,0.0494173384520355,oracle
ml,kmeans_templates,context,low,0.05,5000,2,opc,0.0496580440386233,0.0494173384520355,oracle
ml,kmeans_templates,context,low,0.05,5000,3,no_propensity,0.0499513576570297,0.0494008502741158,oracle
ml,kmeans_templates,context,low,0.05,5000,3,opc,0.0498210710306694,0.0494008502741158,oracle
ml,kmeans_templates,context,low,0.05,5000,4,no_propensity,0.0499083434446478,0.0494797975761023,oracle
ml,kmeans_templates,context,low,0.05,5000,4,opc,0.0496683100310818,0.0494797975761023,oracle
ml,kmeans_templates,context,low,0.05,25000,0,no_propensity,0.0499628322662559,0.0493921732446926,oracle
ml,kmeans_templates,context,low,0.05,25000,0,opc,0.0494776253377592,0.0493921732446926,oracle
ml,kmeans_templates,context,low,0.05,25000,1,no_propensity,0.0499712602782333,0.0494842785581161,oracle
ml,kmeans_templates,context,low,0.05,25000,1,opc,0.0496678186544603,0.0494842785581161,oracle
ml,kmeans_templates,context,low,0.05,25000,2,no_propensity,0.0499587995463387,0.0494173384520355,oracle
ml,kmeans_templates,context,low,0.05,25000,2,opc,0.049650874875749,0.0494173384520355,oracle
ml,kmeans_templates,context,low,0.05,25000,3,no_propensity,0.0499660814326158,0.0494008502741158,oracle
ml,kmeans_templates,context,low,0.05,25000,3,opc,0.0497373488651298,0.0494008502741158,oracle
ml,kmeans_templates,context,low,0.05,25000,4,no_propensity,0.0499541600288263,0.0494797975761023,oracle
ml,kmeans_templates,context,low,0.05,25000,4,opc,0.0497317665258102,0.0494797975761023,oracle
ml,kmeans_templates,context,low,0.05,50000,0,no_propensity,0.0499645793013654,0.0493921732446926,oracle
ml,kmeans_templates,context,low,0.05,50000,0,opc,0.049689097120564,0.0493921732446926,oracle
ml,kmeans_templates,context,low,0.05,50000,1,no_propensity,0.0499787517332303,0.0494842785581161,oracle
ml,kmeans_templates,context,low,0.05,50000,1,opc,0.0496632650332751,0.0494842785581161,oracle
ml,kmeans_templates,context,low,0.05,50000,2,no_propensity,0.0499675621864168,0.0494173384520355,oracle
ml,kmeans_templates,context,low,0.05,50000,2,opc,0.0497321647636107,0.0494173384520355,oracle
ml,kmeans_templates,context,low,0.05,50000,3,no_propensity,0.0499699243917188,0.0494008502741158,oracle
ml,kmeans_templates,context,low,0.05,50000,3,opc,0.0495992547482275,0.0494008502741158,oracle
ml,kmeans_templates,context,low,0.05,50000,4,no_propensity,0.049981247518772,0.0494797975761023,oracle
ml,kmeans_templates,context,low,0.05,50000,4,opc,0.0496611772916754,0.0494797975761023,oracle
ml,kmeans_templates,context,low,0.05,100000,0,no_propensity,0.049983840830963,0.0493921732446926,oracle
ml,kmeans_templates,context,low,0.05,100000,0,opc,0.0494775962802525,0.0493921732446926,oracle
ml,kmeans_templates,context,low,0.05,100000,1,no_propensity,0.0499819807602082,0.0494842785581161,oracle
ml,kmeans_templates,context,low,0.05,100000,1,opc,0.0496663711298405,0.0494842785581161,oracle
ml,kmeans_templates,context,low,0.05,100000,2,no_propensity,0.0499715432094267,0.0494173384520355,oracle
ml,kmeans_templates,context,low,0.05,100000,2,opc,0.0495813148051121,0.0494173384520355,oracle
ml,kmeans_templates,context,low,0.05,100000,3,no_propensity,0.0499800221598544,0.0494008502741158,oracle
ml,kmeans_templates,context,low,0.05,100000,3,opc,0.0497149056502037,0.0494008502741158,oracle
ml,kmeans_templates,context,low,0.05,100000,4,no_propensity,0.0499820977879557,0.0494797975761023,oracle
ml,kmeans_templates,context,low,0.05,100000,4,opc,0.0497498313015187,0.0494797975761023,oracle
ml,kmeans_templates,context,medium,0.05,5000,0,no_propensity,0.0498162496844031,0.049136977115994,oracle
ml,kmeans_templates,context,medium,0.05,5000,0,opc,0.0496376529669613,0.049136977115994,oracle
ml,kmeans_templates,context,medium,0.05,5000,1,no_propensity,0.0498616624125058,0.0494402888742142,oracle
ml,kmeans_templates,context,medium,0.05,5000,1,opc,0.0497142560127541,0.0494402888742142,oracle
ml,kmeans_templates,context,medium,0.05,5000,2,no_propensity,0.0498590474801803,0.0492065579942153,oracle
ml,kmeans_templates,context,medium,0.05,5000,2,opc,0.0497397429426335,0.0492065579942153,oracle
ml,kmeans_templates,context,medium,0.05,5000,3,no_propensity,0.0498990382078745,0.0492010900159723,oracle
ml,kmeans_templates,context,medium,0.05,5000,3,opc,0.0496623318005771,0.0492010900159723,oracle
ml,kmeans_templates,context,medium,0.05,5000,4,no_propensity,0.0498920695079512,0.0493947719733825,oracle
ml,kmeans_templates,context,medium,0.05,5000,4,opc,0.0496854926946565,0.0493947719733825,oracle
ml,kmeans_templates,context,medium,0.05,25000,0,no_propensity,0.0499226402155095,0.049136977115994,oracle
ml,kmeans_templates,context,medium,0.05,25000,0,opc,0.0494489138235415,0.049136977115994,oracle
ml,kmeans_templates,context,medium,0.05,25000,1,no_propensity,0.0499658589647368,0.0494402888742142,oracle
ml,kmeans_templates,context,medium,0.05,25000,1,opc,0.049599137228459,0.0494402888742142,oracle
ml,kmeans_templates,context,medium,0.05,25000,2,no_propensity,0.0499302721783807,0.0492065579942153,oracle
ml,kmeans_templates,context,medium,0.05,25000,2,opc,0.049437289428774,0.0492065579942153,oracle
ml,kmeans_templates,context,medium,0.05,25000,3,no_propensity,0.0499184032259259,0.0492010900159723,oracle
ml,kmeans_templates,context,medium,0.05,25000,3,opc,0.0497276856870602,0.0492010900159723,oracle
ml,kmeans_templates,context,medium,0.05,25000,4,no_propensity,0.0499601605277749,0.0493947719733825,oracle
ml,kmeans_templates,context,medium,0.05,25000,4,opc,0.0496800792224073,0.0493947719733825,oracle
ml,kmeans_templates,context,medium,0.05,50000,0,no_propensity,0.0499449613702521,0.049136977115994,oracle
ml,kmeans_templates,context,medium,0.05,50000,0,opc,0.0494073664346571,0.049136977115994,oracle
ml,kmeans_templates,context,medium,0.05,50000,1,no_propensity,0.0499486771250412,0.0494402888742142,oracle
ml,kmeans_templates,context,medium,0.05,50000,1,opc,0.0497147895561116,0.0494402888742142,oracle
ml,kmeans_templates,context,medium,0.05,50000,2,no_propensity,0.0499525594620733,0.0492065579942153,oracle
ml,kmeans_templates,context,medium,0.05,50000,2,opc,0.049695035112321,0.0492065579942153,oracle
ml,kmeans_templates,context,medium,0.05,50000,3,no_propensity,0.049962610811992,0.0492010900159723,oracle
ml,kmeans_templates,context,medium,0.05,50000,3,opc,0.0497332168891626,0.0492010900159723,oracle
ml,kmeans_templates,context,medium,0.05,50000,4,no_propensity,0.04997276466095,0.0493947719733825,oracle
ml,kmeans_templates,context,medium,0.05,50000,4,opc,0.0496638185217126,0.0493947719733825,oracle
ml,kmeans_templates,context,medium,0.05,100000,0,no_propensity,0.0499564190828129,0.049136977115994,oracle
ml,kmeans_templates,context,medium,0.05,100000,0,opc,0.049601634330794,0.049136977115994,oracle
ml,kmeans_templates,context,medium,0.05,100000,1,no_propensity,0.0499759867388079,0.0494402888742142,oracle
ml,kmeans_templates,context,medium,0.05,100000,1,opc,0.0497244989545673,0.0494402888742142,oracle
ml,kmeans_templates,context,medium,0.05,100000,2,no_propensity,0.0499612547018711,0.0492065579942153,oracle
ml,kmeans_templates,context,medium,0.05,100000,2,opc,0.0495241236734218,0.0492065579942153,oracle
ml,kmeans_templates,context,medium,0.05,100000,3,no_propensity,0.0499750754713431,0.0492010900159723,oracle
ml,kmeans_templates,context,medium,0.05,100000,3,opc,0.049709118271783,0.0492010900159723,oracle
ml,kmeans_templates,context,medium,0.05,100000,4,no_propensity,0.0499711338017265,0.0493947719733825,oracle
ml,kmeans_templates,context,medium,0.05,100000,4,opc,0.0498408136002906,0.0493947719733825,oracle
ml,kmeans_templates,metadata,brutal,0.05,5000,0,no_propensity,0.0494378314579984,0.0483336438363672,oracle
ml,kmeans_templates,metadata,brutal,0.05,5000,0,opc,0.0486617870953462,0.0483336438363672,oracle
ml,kmeans_templates,metadata,brutal,0.05,5000,1,no_propensity,0.0496823971201229,0.0486852170264628,oracle
ml,kmeans_templates,metadata,brutal,0.05,5000,1,opc,0.0489598565185674,0.0486852170264628,oracle
ml,kmeans_templates,metadata,brutal,0.05,5000,2,no_propensity,0.048326016946173,0.0471111837169598,oracle
ml,kmeans_templates,metadata,brutal,0.05,5000,2,opc,0.0478452278366073,0.0471111837169598,oracle
ml,kmeans_templates,metadata,brutal,0.05,5000,3,no_propensity,0.0490675119008772,0.0476569946382313,oracle
ml,kmeans_templates,metadata,brutal,0.05,5000,3,opc,0.0483682982938861,0.0476569946382313,oracle
ml,kmeans_templates,metadata,brutal,0.05,5000,4,no_propensity,0.0484413898847269,0.0468878473517264,oracle
ml,kmeans_templates,metadata,brutal,0.05,5000,4,opc,0.0479599655763414,0.0468878473517264,oracle
ml,kmeans_templates,metadata,brutal,0.05,25000,0,no_propensity,0.0495323934243121,0.0483336438363672,oracle
ml,kmeans_templates,metadata,brutal,0.05,25000,0,opc,0.0490466005810845,0.0483336438363672,oracle
ml,kmeans_templates,metadata,brutal,0.05,25000,1,no_propensity,0.0496354212322401,0.0486852170264628,oracle
ml,kmeans_templates,metadata,brutal,0.05,25000,1,opc,0.0494234304754001,0.0486852170264628,oracle
ml,kmeans_templates,metadata,brutal,0.05,25000,2,no_propensity,0.0486155026241761,0.0471111837169598,oracle
ml,kmeans_templates,metadata,brutal,0.05,25000,2,opc,0.0487334018289554,0.0471111837169598,oracle
ml,kmeans_templates,metadata,brutal,0.05,25000,3,no_propensity,0.0484394122520742,0.0476569946382313,oracle
ml,kmeans_templates,metadata,brutal,0.05,25000,3,opc,0.0493133052296851,0.0476569946382313,oracle
ml,kmeans_templates,metadata,brutal,0.05,25000,4,no_propensity,0.0495150988446549,0.0468878473517264,oracle
ml,kmeans_templates,metadata,brutal,0.05,25000,4,opc,0.0487992731157993,0.0468878473517264,oracle
ml,kmeans_templates,metadata,brutal,0.05,50000,0,no_propensity,0.0497216967140979,0.0483336438363672,oracle
ml,kmeans_templates,metadata,brutal,0.05,50000,0,opc,0.0490343252804257,0.0483336438363672,oracle
ml,kmeans_templates,metadata,brutal,0.05,50000,1,no_propensity,0.0497034993881835,0.0486852170264628,oracle
ml,kmeans_templates,metadata,brutal,0.05,50000,1,opc,0.04890333749216,0.0486852170264628,oracle
ml,kmeans_templates,metadata,brutal,0.05,50000,2,no_propensity,0.0488424197683804,0.0471111837169598,oracle
ml,kmeans_templates,metadata,brutal,0.05,50000,2,opc,0.0485568899766295,0.0471111837169598,oracle
ml,kmeans_templates,metadata,brutal,0.05,50000,3,no_propensity,0.0493469677156398,0.0476569946382313,oracle
ml,kmeans_templates,metadata,brutal,0.05,50000,3,opc,0.0489778634498461,0.0476569946382313,oracle
ml,kmeans_templates,metadata,brutal,0.05,50000,4,no_propensity,0.0492926917775011,0.0468878473517264,oracle
ml,kmeans_templates,metadata,brutal,0.05,50000,4,opc,0.0480224734972487,0.0468878473517264,oracle
ml,kmeans_templates,metadata,brutal,0.05,100000,0,no_propensity,0.049739569530808,0.0483336438363672,oracle
ml,kmeans_templates,metadata,brutal,0.05,100000,0,opc,0.0493334315241313,0.0483336438363672,oracle
ml,kmeans_templates,metadata,brutal,0.05,100000,1,no_propensity,0.0497462161141354,0.0486852170264628,oracle
ml,kmeans_templates,metadata,brutal,0.05,100000,1,opc,0.0491921237037202,0.0486852170264628,oracle
ml,kmeans_templates,metadata,brutal,0.05,100000,2,no_propensity,0.0487205334511808,0.0471111837169598,oracle
ml,kmeans_templates,metadata,brutal,0.05,100000,2,opc,0.0493070445464782,0.0471111837169598,oracle
ml,kmeans_templates,metadata,brutal,0.05,100000,3,no_propensity,0.0490856037167432,0.0476569946382313,oracle
ml,kmeans_templates,metadata,brutal,0.05,100000,3,opc,0.048740854891087,0.0476569946382313,oracle
ml,kmeans_templates,metadata,brutal,0.05,100000,4,no_propensity,0.049623768493264,0.0468878473517264,oracle
ml,kmeans_templates,metadata,brutal,0.05,100000,4,opc,0.0488350222236525,0.0468878473517264,oracle
ml,kmeans_templates,metadata,extreme,0.05,5000,0,no_propensity,0.0496272555306092,0.0487495462989563,oracle
ml,kmeans_templates,metadata,extreme,0.05,5000,0,opc,0.049207749743138,0.0487495462989563,oracle
ml,kmeans_templates,metadata,extreme,0.05,5000,1,no_propensity,0.0497393234884242,0.0490334445806698,oracle
ml,kmeans_templates,metadata,extreme,0.05,5000,1,opc,0.0494802360138251,0.0490334445806698,oracle
ml,kmeans_templates,metadata,extreme,0.05,5000,2,no_propensity,0.0491074781770895,0.0481010572132755,oracle
ml,kmeans_templates,metadata,extreme,0.05,5000,2,opc,0.0490001470168949,0.0481010572132755,oracle
ml,kmeans_templates,metadata,extreme,0.05,5000,3,no_propensity,0.0494765641970571,0.0484583491135662,oracle
ml,kmeans_templates,metadata,extreme,0.05,5000,3,opc,0.0494836235899837,0.0484583491135662,oracle
ml,kmeans_templates,metadata,extreme,0.05,5000,4,no_propensity,0.0490605923953141,0.0480174153978949,oracle
ml,kmeans_templates,metadata,extreme,0.05,5000,4,opc,0.0485738332843823,0.0480174153978949,oracle
ml,kmeans_templates,metadata,extreme,0.05,25000,0,no_propensity,0.0498341076973159,0.0487495462989563,oracle
ml,kmeans_templates,metadata,extreme,0.05,25000,0,opc,0.0494015620123607,0.0487495462989563,oracle
ml,kmeans_templates,metadata,extreme,0.05,25000,1,no_propensity,0.0498627818803486,0.0490334445806698,oracle
ml,kmeans_templates,metadata,extreme,0.05,25000,1,opc,0.0492038847791074,0.0490334445806698,oracle
ml,kmeans_templates,metadata,extreme,0.05,25000,2,no_propensity,0.0495960869308384,0.0481010572132755,oracle
ml,kmeans_templates,metadata,extreme,0.05,25000,2,opc,0.0488959102333829,0.0481010572132755,oracle
ml,kmeans_templates,metadata,extreme,0.05,25000,3,no_propensity,0.0498283773738589,0.0484583491135662,oracle
ml,kmeans_templates,metadata,extreme,0.05,25000,3,opc,0.0491887199777455,0.0484583491135662,oracle
ml,kmeans_templates,metadata,extreme,0.05,25000,4,no_propensity,0.0496462024569163,0.0480174153978949,oracle
ml,kmeans_templates,metadata,extreme,0.05,25000,4,opc,0.048346602013707,0.0480174153978949,oracle
ml,kmeans_templates,metadata,extreme,0.05,50000,0,no_propensity,0.0498740126392785,0.0487495462989563,oracle
ml,kmeans_templates,metadata,extreme,0.05,50000,0,opc,0.0495347288031178,0.0487495462989563,oracle
ml,kmeans_templates,metadata,extreme,0.05,50000,1,no_propensity,0.049907868649682,0.0490334445806698,oracle
ml,kmeans_templates,metadata,extreme,0.05,50000,1,opc,0.0490739959248094,0.0490334445806698,oracle
ml,kmeans_templates,metadata,extreme,0.05,50000,2,no_propensity,0.0498176869410728,0.0481010572132755,oracle
ml,kmeans_templates,metadata,extreme,0.05,50000,2,opc,0.0493655785234708,0.0481010572132755,oracle
ml,kmeans_templates,metadata,extreme,0.05,50000,3,no_propensity,0.0497934531420844,0.0484583491135662,oracle
ml,kmeans_templates,metadata,extreme,0.05,50000,3,opc,0.0497541318627813,0.0484583491135662,oracle
ml,kmeans_templates,metadata,extreme,0.05,50000,4,no_propensity,0.0499168836011048,0.0480174153978949,oracle
ml,kmeans_templates,metadata,extreme,0.05,50000,4,opc,0.0487764450873951,0.0480174153978949,oracle
ml,kmeans_templates,metadata,extreme,0.05,100000,0,no_propensity,0.049876624727414,0.0487495462989563,oracle
ml,kmeans_templates,metadata,extreme,0.05,100000,0,opc,0.0496678990630957,0.0487495462989563,oracle
ml,kmeans_templates,metadata,extreme,0.05,100000,1,no_propensity,0.0499174002102262,0.0490334445806698,oracle
ml,kmeans_templates,metadata,extreme,0.05,100000,1,opc,0.0495330345122121,0.0490334445806698,oracle
ml,kmeans_templates,metadata,extreme,0.05,100000,2,no_propensity,0.0498461289922439,0.0481010572132755,oracle
ml,kmeans_templates,metadata,extreme,0.05,100000,2,opc,0.0493447787998852,0.0481010572132755,oracle
ml,kmeans_templates,metadata,extreme,0.05,100000,3,no_propensity,0.049893527535227,0.0484583491135662,oracle
ml,kmeans_templates,metadata,extreme,0.05,100000,3,opc,0.0494392051913473,0.0484583491135662,oracle
ml,kmeans_templates,metadata,extreme,0.05,100000,4,no_propensity,0.0499115548665042,0.0480174153978949,oracle
ml,kmeans_templates,metadata,extreme,0.05,100000,4,opc,0.0491858657361735,0.0480174153978949,oracle
ml,kmeans_templates,metadata,high,0.05,5000,0,no_propensity,0.0497822358489462,0.0492097793541848,oracle
ml,kmeans_templates,metadata,high,0.05,5000,0,opc,0.0495913625650046,0.0492097793541848,oracle
ml,kmeans_templates,metadata,high,0.05,5000,1,no_propensity,0.0499032720994648,0.0493404184265193,oracle
ml,kmeans_templates,metadata,high,0.05,5000,1,opc,0.0496566283569967,0.0493404184265193,oracle
ml,kmeans_templates,metadata,high,0.05,5000,2,no_propensity,0.049774815491519,0.0490257140623287,oracle
ml,kmeans_templates,metadata,high,0.05,5000,2,opc,0.0492263872918418,0.0490257140623287,oracle
ml,kmeans_templates,metadata,high,0.05,5000,3,no_propensity,0.0499354859735219,0.0491809027580983,oracle
ml,kmeans_templates,metadata,high,0.05,5000,3,opc,0.0496180038631944,0.0491809027580983,oracle
ml,kmeans_templates,metadata,high,0.05,5000,4,no_propensity,0.0497385649079321,0.0490068696983157,oracle
ml,kmeans_templates,metadata,high,0.05,5000,4,opc,0.0492693055570925,0.0490068696983157,oracle
ml,kmeans_templates,metadata,high,0.05,25000,0,no_propensity,0.0499330506578644,0.0492097793541848,oracle
ml,kmeans_templates,metadata,high,0.05,25000,0,opc,0.0495550548111384,0.0492097793541848,oracle
ml,kmeans_templates,metadata,high,0.05,25000,1,no_propensity,0.0499546668198579,0.0493404184265193,oracle
ml,kmeans_templates,metadata,high,0.05,25000,1,opc,0.0495299422969248,0.0493404184265193,oracle
ml,kmeans_templates,metadata,high,0.05,25000,2,no_propensity,0.0499314253576223,0.0490257140623287,oracle
ml,kmeans_templates,metadata,high,0.05,25000,2,opc,0.0493476729491628,0.0490257140623287,oracle
ml,kmeans_templates,metadata,high,0.05,25000,3,no_propensity,0.0499501327290081,0.0491809027580983,oracle
ml,kmeans_templates,metadata,high,0.05,25000,3,opc,0.0497530617674714,0.0491809027580983,oracle
ml,kmeans_templates,metadata,high,0.05,25000,4,no_propensity,0.0499325344303949,0.0490068696983157,oracle
ml,kmeans_templates,metadata,high,0.05,25000,4,opc,0.0495285644927628,0.0490068696983157,oracle
ml,kmeans_templates,metadata,high,0.05,50000,0,no_propensity,0.0499428474906774,0.0492097793541848,oracle
ml,kmeans_templates,metadata,high,0.05,50000,0,opc,0.0494670447187517,0.0492097793541848,oracle
ml,kmeans_templates,metadata,high,0.05,50000,1,no_propensity,0.0499644009868432,0.0493404184265193,oracle
