dataset,noise_mode,noise_axis,noise_level,ctr,train_size,seed,method,reward,initial_reward,metric
ml,kmeans_templates,context,medium,0.05,50000,1,opc,0.0494358710843875,0.0494402888742142,selected
ml,kmeans_templates,context,medium,0.05,50000,2,no_propensity,0.0499450477027421,0.0492065579942153,selected
ml,kmeans_templates,context,medium,0.05,50000,2,opc,0.0495033699063063,0.0492065579942153,selected
ml,kmeans_templates,context,medium,0.05,50000,3,no_propensity,0.049959878224964,0.0492010900159723,selected
ml,kmeans_templates,context,medium,0.05,50000,3,opc,0.0493457475826108,0.0492010900159723,selected
ml,kmeans_templates,context,medium,0.05,50000,4,no_propensity,0.0499155899444221,0.0493947719733825,selected
ml,kmeans_templates,context,medium,0.05,50000,4,opc,0.0493981853253933,0.0493947719733825,selected
ml,kmeans_templates,context,medium,0.05,100000,0,no_propensity,0.0499412498822978,0.049136977115994,selected
ml,kmeans_templates,context,medium,0.05,100000,0,opc,0.0494368658673321,0.049136977115994,selected
ml,kmeans_templates,context,medium,0.05,100000,1,no_propensity,0.0499755889427052,0.0494402888742142,selected
ml,kmeans_templates,context,medium,0.05,100000,1,opc,0.049438954495785,0.0494402888742142,selected
ml,kmeans_templates,context,medium,0.05,100000,2,no_propensity,0.049959541573969,0.0492065579942153,selected
ml,kmeans_templates,context,medium,0.05,100000,2,opc,0.0493260949584833,0.0492065579942153,selected
ml,kmeans_templates,context,medium,0.05,100000,3,no_propensity,0.0499727673880491,0.0492010900159723,selected
ml,kmeans_templates,context,medium,0.05,100000,3,opc,0.0493264533458884,0.0492010900159723,selected
ml,kmeans_templates,context,medium,0.05,100000,4,no_propensity,0.049938785332991,0.0493947719733825,selected
ml,kmeans_templates,context,medium,0.05,100000,4,opc,0.0495989183466783,0.0493947719733825,selected
ml,kmeans_templates,metadata,brutal,0.05,5000,0,no_propensity,0.0494810316893991,0.0483336438363672,selected
ml,kmeans_templates,metadata,brutal,0.05,5000,0,opc,0.0480038403835229,0.0483336438363672,selected
ml,kmeans_templates,metadata,brutal,0.05,5000,1,no_propensity,0.0492888576196949,0.0486852170264628,selected
ml,kmeans_templates,metadata,brutal,0.05,5000,1,opc,0.048675302370564,0.0486852170264628,selected
ml,kmeans_templates,metadata,brutal,0.05,5000,2,no_propensity,0.0478307187559879,0.0471111837169598,selected
ml,kmeans_templates,metadata,brutal,0.05,5000,2,opc,0.0472357913632529,0.0471111837169598,selected
ml,kmeans_templates,metadata,brutal,0.05,5000,3,no_propensity,0.0469089663719127,0.0476569946382313,selected
ml,kmeans_templates,metadata,brutal,0.05,5000,3,opc,0.04744942539969,0.0476569946382313,selected
ml,kmeans_templates,metadata,brutal,0.05,5000,4,no_propensity,0.0485392743599919,0.0468878473517264,selected
ml,kmeans_templates,metadata,brutal,0.05,5000,4,opc,0.0456284700588077,0.0468878473517264,selected
ml,kmeans_templates,metadata,brutal,0.05,25000,0,no_propensity,0.0495501679235601,0.0483336438363672,selected
ml,kmeans_templates,metadata,brutal,0.05,25000,0,opc,0.0481030190017427,0.0483336438363672,selected
ml,kmeans_templates,metadata,brutal,0.05,25000,1,no_propensity,0.0495329462329663,0.0486852170264628,selected
ml,kmeans_templates,metadata,brutal,0.05,25000,1,opc,0.0486792756766189,0.0486852170264628,selected
ml,kmeans_templates,metadata,brutal,0.05,25000,2,no_propensity,0.0488901121178241,0.0471111837169598,selected
ml,kmeans_templates,metadata,brutal,0.05,25000,2,opc,0.0471076866699836,0.0471111837169598,selected
ml,kmeans_templates,metadata,brutal,0.05,25000,3,no_propensity,0.0480175142145898,0.0476569946382313,selected
ml,kmeans_templates,metadata,brutal,0.05,25000,3,opc,0.0476242346150996,0.0476569946382313,selected
ml,kmeans_templates,metadata,brutal,0.05,25000,4,no_propensity,0.0489657776312184,0.0468878473517264,selected
ml,kmeans_templates,metadata,brutal,0.05,25000,4,opc,0.0470678339455191,0.0468878473517264,selected
ml,kmeans_templates,metadata,brutal,0.05,50000,0,no_propensity,0.0496224342801118,0.0483336438363672,selected
ml,kmeans_templates,metadata,brutal,0.05,50000,0,opc,0.0485314030435861,0.0483336438363672,selected
ml,kmeans_templates,metadata,brutal,0.05,50000,1,no_propensity,0.0496891540359978,0.0486852170264628,selected
ml,kmeans_templates,metadata,brutal,0.05,50000,1,opc,0.0483225406456671,0.0486852170264628,selected
ml,kmeans_templates,metadata,brutal,0.05,50000,2,no_propensity,0.0475367483956984,0.0471111837169598,selected
ml,kmeans_templates,metadata,brutal,0.05,50000,2,opc,0.0471280571545586,0.0471111837169598,selected
ml,kmeans_templates,metadata,brutal,0.05,50000,3,no_propensity,0.0491922598954348,0.0476569946382313,selected
ml,kmeans_templates,metadata,brutal,0.05,50000,3,opc,0.0477224327091842,0.0476569946382313,selected
ml,kmeans_templates,metadata,brutal,0.05,50000,4,no_propensity,0.0488507251436289,0.0468878473517264,selected
ml,kmeans_templates,metadata,brutal,0.05,50000,4,opc,0.0468985402916538,0.0468878473517264,selected
ml,kmeans_templates,metadata,brutal,0.05,100000,0,no_propensity,0.0496857282669342,0.0483336438363672,selected
ml,kmeans_templates,metadata,brutal,0.05,100000,0,opc,0.0484704657633248,0.0483336438363672,selected
ml,kmeans_templates,metadata,brutal,0.05,100000,1,no_propensity,0.0495652119409334,0.0486852170264628,selected
ml,kmeans_templates,metadata,brutal,0.05,100000,1,opc,0.0488211802641741,0.0486852170264628,selected
ml,kmeans_templates,metadata,brutal,0.05,100000,2,no_propensity,0.0480812188587394,0.0471111837169598,selected
ml,kmeans_templates,metadata,brutal,0.05,100000,2,opc,0.0475777303615668,0.0471111837169598,selected
ml,kmeans_templates,metadata,brutal,0.05,100000,3,no_propensity,0.048733277854051,0.0476569946382313,selected
ml,kmeans_templates,metadata,brutal,0.05,100000,3,opc,0.0477555195206411,0.0476569946382313,selected
ml,kmeans_templates,metadata,brutal,0.05,100000,4,no_propensity,0.0495483384298564,0.0468878473517264,selected
ml,kmeans_templates,metadata,brutal,0.05,100000,4,opc,0.0476961556863926,0.0468878473517264,selected
ml,kmeans_templates,metadata,extreme,0.05,5000,0,no_propensity,0.0492070088049729,0.0487495462989563,selected
ml,kmeans_templates,metadata,extreme,0.05,5000,0,opc,0.0486086923407909,0.0487495462989563,selected
ml,kmeans_templates,metadata,extreme,0.05,5000,1,no_propensity,0.0496937339915767,0.0490334445806698,selected
ml,kmeans_templates,metadata,extreme,0.05,5000,1,opc,0.0492871268736505,0.0490334445806698,selected
ml,kmeans_templates,metadata,extreme,0.05,5000,2,no_propensity,0.0481538584379856,0.0481010572132755,selected
ml,kmeans_templates,metadata,extreme,0.05,5000,2,opc,0.0480150549821983,0.0481010572132755,selected
ml,kmeans_templates,metadata,extreme,0.05,5000,3,no_propensity,0.049384950381586,0.0484583491135662,selected
ml,kmeans_templates,metadata,extreme,0.05,5000,3,opc,0.0490016590318507,0.0484583491135662,selected
ml,kmeans_templates,metadata,extreme,0.05,5000,4,no_propensity,0.0483980151684086,0.0480174153978949,selected
ml,kmeans_templates,metadata,extreme,0.05,5000,4,opc,0.0480600465071037,0.0480174153978949,selected
ml,kmeans_templates,metadata,extreme,0.05,25000,0,no_propensity,0.0497723309970291,0.0487495462989563,selected
ml,kmeans_templates,metadata,extreme,0.05,25000,0,opc,0.0489494502709722,0.0487495462989563,selected
ml,kmeans_templates,metadata,extreme,0.05,25000,1,no_propensity,0.0498520851029018,0.0490334445806698,selected
ml,kmeans_templates,metadata,extreme,0.05,25000,1,opc,0.04863381595835,0.0490334445806698,selected
ml,kmeans_templates,metadata,extreme,0.05,25000,2,no_propensity,0.0488574805701637,0.0481010572132755,selected
ml,kmeans_templates,metadata,extreme,0.05,25000,2,opc,0.0482086301979163,0.0481010572132755,selected
ml,kmeans_templates,metadata,extreme,0.05,25000,3,no_propensity,0.0494445448411144,0.0484583491135662,selected
ml,kmeans_templates,metadata,extreme,0.05,25000,3,opc,0.0486184479197894,0.0484583491135662,selected
ml,kmeans_templates,metadata,extreme,0.05,25000,4,no_propensity,0.0494463655832021,0.0480174153978949,selected
ml,kmeans_templates,metadata,extreme,0.05,25000,4,opc,0.0479778963804034,0.0480174153978949,selected
ml,kmeans_templates,metadata,extreme,0.05,50000,0,no_propensity,0.0498281467797594,0.0487495462989563,selected
ml,kmeans_templates,metadata,extreme,0.05,50000,0,opc,0.048960816717244,0.0487495462989563,selected
ml,kmeans_templates,metadata,extreme,0.05,50000,1,no_propensity,0.0498960114503591,0.0490334445806698,selected
ml,kmeans_templates,metadata,extreme,0.05,50000,1,opc,0.0490061981995504,0.0490334445806698,selected
ml,kmeans_templates,metadata,extreme,0.05,50000,2,no_propensity,0.0497399132132324,0.0481010572132755,selected
ml,kmeans_templates,metadata,extreme,0.05,50000,2,opc,0.0489718962139406,0.0481010572132755,selected
ml,kmeans_templates,metadata,extreme,0.05,50000,3,no_propensity,0.0493084621447023,0.0484583491135662,selected
ml,kmeans_templates,metadata,extreme,0.05,50000,3,opc,0.0485255258926164,0.0484583491135662,selected
ml,kmeans_templates,metadata,extreme,0.05,50000,4,no_propensity,0.0499197573864168,0.0480174153978949,selected
ml,kmeans_templates,metadata,extreme,0.05,50000,4,opc,0.0476809408371751,0.0480174153978949,selected
ml,kmeans_templates,metadata,extreme,0.05,100000,0,no_propensity,0.0498485675319572,0.0487495462989563,selected
ml,kmeans_templates,metadata,extreme,0.05,100000,0,opc,0.0488942596275176,0.0487495462989563,selected
ml,kmeans_templates,metadata,extreme,0.05,100000,1,no_propensity,0.0499059582086841,0.0490334445806698,selected
ml,kmeans_templates,metadata,extreme,0.05,100000,1,opc,0.049010936735658,0.0490334445806698,selected
ml,kmeans_templates,metadata,extreme,0.05,100000,2,no_propensity,0.0497961203269853,0.0481010572132755,selected
ml,kmeans_templates,metadata,extreme,0.05,100000,2,opc,0.0481147020008753,0.0481010572132755,selected
ml,kmeans_templates,metadata,extreme,0.05,100000,3,no_propensity,0.0498290275078363,0.0484583491135662,selected
ml,kmeans_templates,metadata,extreme,0.05,100000,3,opc,0.0484060750021498,0.0484583491135662,selected
ml,kmeans_templates,metadata,extreme,0.05,100000,4,no_propensity,0.049907974931575,0.0480174153978949,selected
ml,kmeans_templates,metadata,extreme,0.05,100000,4,opc,0.0482813960328346,0.0480174153978949,selected
ml,kmeans_templates,metadata,high,0.05,5000,0,no_propensity,0.0497367010188571,0.0492097793541848,selected
ml,kmeans_templates,metadata,high,0.05,5000,0,opc,0.0491139415027216,0.0492097793541848,selected
ml,kmeans_templates,metadata,high,0.05,5000,1,no_propensity,0.0498536076337455,0.0493404184265193,selected
ml,kmeans_templates,metadata,high,0.05,5000,1,opc,0.0491867300078446,0.0493404184265193,selected
ml,kmeans_templates,metadata,high,0.05,5000,2,no_propensity,0.0494910374379552,0.0490257140623287,selected
ml,kmeans_templates,metadata,high,0.05,5000,2,opc,0.0492035675750807,0.0490257140623287,selected
ml,kmeans_templates,metadata,high,0.05,5000,3,no_propensity,0.0499262146090164,0.0491809027580983,selected
ml,kmeans_templates,metadata,high,0.05,5000,3,opc,0.0492159318267296,0.0491809027580983,selected
ml,kmeans_templates,metadata,high,0.05,5000,4,no_propensity,0.0494311883781011,0.0490068696983157,selected
ml,kmeans_templates,metadata,high,0.05,5000,4,opc,0.0489248991785511,0.0490068696983157,selected
ml,kmeans_templates,metadata,high,0.05,25000,0,no_propensity,0.0499266618853126,0.0492097793541848,selected
ml,kmeans_templates,metadata,high,0.05,25000,0,opc,0.0492935019756022,0.0492097793541848,selected
ml,kmeans_templates,metadata,high,0.05,25000,1,no_propensity,0.0499119721860448,0.0493404184265193,selected
ml,kmeans_templates,metadata,high,0.05,25000,1,opc,0.0493536400685448,0.0493404184265193,selected
ml,kmeans_templates,metadata,high,0.05,25000,2,no_propensity,0.0498144190274679,0.0490257140623287,selected
ml,kmeans_templates,metadata,high,0.05,25000,2,opc,0.0490159872118971,0.0490257140623287,selected
ml,kmeans_templates,metadata,high,0.05,25000,3,no_propensity,0.0497266579773477,0.0491809027580983,selected
ml,kmeans_templates,metadata,high,0.05,25000,3,opc,0.0490869841112516,0.0491809027580983,selected
ml,kmeans_templates,metadata,high,0.05,25000,4,no_propensity,0.0495356177568691,0.0490068696983157,selected
ml,kmeans_templates,metadata,high,0.05,25000,4,opc,0.0494419868998537,0.0490068696983157,selected
ml,kmeans_templates,metadata,high,0.05,50000,0,no_propensity,0.0498777391272453,0.0492097793541848,selected
ml,kmeans_templates,metadata,high,0.05,50000,0,opc,0.0491857807283871,0.0492097793541848,selected
ml,kmeans_templates,metadata,high,0.05,50000,1,no_propensity,0.0499573104077166,0.0493404184265193,selected
ml,kmeans_templates,metadata,high,0.05,50000,1,opc,0.0492043273645197,0.0493404184265193,selected
ml,kmeans_templates,metadata,high,0.05,50000,2,no_propensity,0.0499549586425197,0.0490257140623287,selected
ml,kmeans_templates,metadata,high,0.05,50000,2,opc,0.0490479404395665,0.0490257140623287,selected
ml,kmeans_templates,metadata,high,0.05,50000,3,no_propensity,0.0499465294827303,0.0491809027580983,selected
ml,kmeans_templates,metadata,high,0.05,50000,3,opc,0.049399321356382,0.0491809027580983,selected
ml,kmeans_templates,metadata,high,0.05,50000,4,no_propensity,0.0499446815096115,0.0490068696983157,selected
ml,kmeans_templates,metadata,high,0.05,50000,4,opc,0.0492555555517501,0.0490068696983157,selected
ml,kmeans_templates,metadata,high,0.05,100000,0,no_propensity,0.0499458133257001,0.0492097793541848,selected
ml,kmeans_templates,metadata,high,0.05,100000,0,opc,0.0493591213541601,0.0492097793541848,selected
ml,kmeans_templates,metadata,high,0.05,100000,1,no_propensity,0.0499704013015186,0.0493404184265193,selected
ml,kmeans_templates,metadata,high,0.05,100000,1,opc,0.0493351234854156,0.0493404184265193,selected
ml,kmeans_templates,metadata,high,0.05,100000,2,no_propensity,0.0499548272270941,0.0490257140623287,selected
ml,kmeans_templates,metadata,high,0.05,100000,2,opc,0.0490210696724512,0.0490257140623287,selected
ml,kmeans_templates,metadata,high,0.05,100000,3,no_propensity,0.0499686631532924,0.0491809027580983,selected
ml,kmeans_templates,metadata,high,0.05,100000,3,opc,0.0491522480953843,0.0491809027580983,selected
ml,kmeans_templates,metadata,high,0.05,100000,4,no_propensity,0.0499488389132768,0.0490068696983157,selected
ml,kmeans_templates,metadata,high,0.05,100000,4,opc,0.0491544243023584,0.0490068696983157,selected
ml,kmeans_templates,metadata,low,0.05,5000,0,no_propensity,0.0498463079336006,0.0495645657207356,selected
ml,kmeans_templates,metadata,low,0.05,5000,0,opc,0.0494850803238172,0.0495645657207356,selected
ml,kmeans_templates,metadata,low,0.05,5000,1,no_propensity,0.0499038896430126,0.0495587490547782,selected
ml,kmeans_templates,metadata,low,0.05,5000,1,opc,0.0497418549947019,0.0495587490547782,selected
ml,kmeans_templates,metadata,low,0.05,5000,2,no_propensity,0.0499277675558214,0.0495645025806952,selected
ml,kmeans_templates,metadata,low,0.05,5000,2,opc,0.0496674168444333,0.0495645025806952,selected
ml,kmeans_templates,metadata,low,0.05,5000,3,no_propensity,0.0499668836788042,0.0495665836309931,selected
ml,kmeans_templates,metadata,low,0.05,5000,3,opc,0.0495933275928544,0.0495665836309931,selected
ml,kmeans_templates,metadata,low,0.05,5000,4,no_propensity,0.0498067480998669,0.0495649042895053,selected
ml,kmeans_templates,metadata,low,0.05,5000,4,opc,0.0491987644348653,0.0495649042895053,selected
ml,kmeans_templates,metadata,low,0.05,25000,0,no_propensity,0.0499016467226183,0.0495645657207356,selected
ml,kmeans_templates,metadata,low,0.05,25000,0,opc,0.0495590355240883,0.0495645657207356,selected
ml,kmeans_templates,metadata,low,0.05,25000,1,no_propensity,0.049910976095606,0.0495587490547782,selected
ml,kmeans_templates,metadata,low,0.05,25000,1,opc,0.0484888551618366,0.0495587490547782,selected
ml,kmeans_templates,metadata,low,0.05,25000,2,no_propensity,0.0498414869912456,0.0495645025806952,selected
ml,kmeans_templates,metadata,low,0.05,25000,2,opc,0.0495524488021027,0.0495645025806952,selected
ml,kmeans_templates,metadata,low,0.05,25000,3,no_propensity,0.0499018027835191,0.0495665836309931,selected
ml,kmeans_templates,metadata,low,0.05,25000,3,opc,0.0496380774451797,0.0495665836309931,selected
ml,kmeans_templates,metadata,low,0.05,25000,4,no_propensity,0.0498876015570415,0.0495649042895053,selected
ml,kmeans_templates,metadata,low,0.05,25000,4,opc,0.0495342489026045,0.0495649042895053,selected
ml,kmeans_templates,metadata,low,0.05,50000,0,no_propensity,0.0499467271885101,0.0495645657207356,selected
ml,kmeans_templates,metadata,low,0.05,50000,0,opc,0.0495642629220232,0.0495645657207356,selected
ml,kmeans_templates,metadata,low,0.05,50000,1,no_propensity,0.0499714930658786,0.0495587490547782,selected
ml,kmeans_templates,metadata,low,0.05,50000,1,opc,0.0495967322218444,0.0495587490547782,selected
ml,kmeans_templates,metadata,low,0.05,50000,2,no_propensity,0.0499741730682627,0.0495645025806952,selected
ml,kmeans_templates,metadata,low,0.05,50000,2,opc,0.0496166399678844,0.0495645025806952,selected
ml,kmeans_templates,metadata,low,0.05,50000,3,no_propensity,0.0499715682793679,0.0495665836309931,selected
ml,kmeans_templates,metadata,low,0.05,50000,3,opc,0.0495661502776345,0.0495665836309931,selected
ml,kmeans_templates,metadata,low,0.05,50000,4,no_propensity,0.0499765225942901,0.0495649042895053,selected
ml,kmeans_templates,metadata,low,0.05,50000,4,opc,0.0495582500598074,0.0495649042895053,selected
ml,kmeans_templates,metadata,low,0.05,100000,0,no_propensity,0.0499829494087909,0.0495645657207356,selected
ml,kmeans_templates,metadata,low,0.05,100000,0,opc,0.0494801663640605,0.0495645657207356,selected
ml,kmeans_templates,metadata,low,0.05,100000,1,no_propensity,0.0499292911656695,0.0495587490547782,selected
ml,kmeans_templates,metadata,low,0.05,100000,1,opc,0.0495580226959739,0.0495587490547782,selected
ml,kmeans_templates,metadata,low,0.05,100000,2,no_propensity,0.049981857825539,0.0495645025806952,selected
ml,kmeans_templates,metadata,low,0.05,100000,2,opc,0.0495034685998058,0.0495645025806952,selected
ml,kmeans_templates,metadata,low,0.05,100000,3,no_propensity,0.0499768838506608,0.0495665836309931,selected
ml,kmeans_templates,metadata,low,0.05,100000,3,opc,0.049220995097557,0.0495665836309931,selected
ml,kmeans_templates,metadata,low,0.05,100000,4,no_propensity,0.0499786762282,0.0495649042895053,selected
ml,kmeans_templates,metadata,low,0.05,100000,4,opc,0.0495711030247587,0.0495649042895053,selected
ml,kmeans_templates,metadata,medium,0.05,5000,0,no_propensity,0.0498916007586494,0.0494065197820925,selected
ml,kmeans_templates,metadata,medium,0.05,5000,0,opc,0.0494342698963108,0.0494065197820925,selected
ml,kmeans_templates,metadata,medium,0.05,5000,1,no_propensity,0.04991124149964,0.0494612371841995,selected
ml,kmeans_templates,metadata,medium,0.05,5000,1,opc,0.0492672644762276,0.0494612371841995,selected
ml,kmeans_templates,metadata,medium,0.05,5000,2,no_propensity,0.0498833394583776,0.0493515662465463,selected
ml,kmeans_templates,metadata,medium,0.05,5000,2,opc,0.0494949188767105,0.0493515662465463,selected
ml,kmeans_templates,metadata,medium,0.05,5000,3,no_propensity,0.0499184787540033,0.0494196814887133,selected
ml,kmeans_templates,metadata,medium,0.05,5000,3,opc,0.0496674580198417,0.0494196814887133,selected
ml,kmeans_templates,metadata,medium,0.05,5000,4,no_propensity,0.0497830958444479,0.0493398046090751,selected
ml,kmeans_templates,metadata,medium,0.05,5000,4,opc,0.0492687545410749,0.0493398046090751,selected
ml,kmeans_templates,metadata,medium,0.05,25000,0,no_propensity,0.0499666580904402,0.0494065197820925,selected
ml,kmeans_templates,metadata,medium,0.05,25000,0,opc,0.0495112506118305,0.0494065197820925,selected
ml,kmeans_templates,metadata,medium,0.05,25000,1,no_propensity,0.0499508007772315,0.0494612371841995,selected
ml,kmeans_templates,metadata,medium,0.05,25000,1,opc,0.0495241466215798,0.0494612371841995,selected
ml,kmeans_templates,metadata,medium,0.05,25000,2,no_propensity,0.0498134662066463,0.0493515662465463,selected
ml,kmeans_templates,metadata,medium,0.05,25000,2,opc,0.0492790596141788,0.0493515662465463,selected
ml,kmeans_templates,metadata,medium,0.05,25000,3,no_propensity,0.0497595521391629,0.0494196814887133,selected
ml,kmeans_templates,metadata,medium,0.05,25000,3,opc,0.0494237577940931,0.0494196814887133,selected
ml,kmeans_templates,metadata,medium,0.05,25000,4,no_propensity,0.0498546071780295,0.0493398046090751,selected
ml,kmeans_templates,metadata,medium,0.05,25000,4,opc,0.0493188653578503,0.0493398046090751,selected
ml,kmeans_templates,metadata,medium,0.05,50000,0,no_propensity,0.049952443408306,0.0494065197820925,selected
ml,kmeans_templates,metadata,medium,0.05,50000,0,opc,0.0494629773913329,0.0494065197820925,selected
ml,kmeans_templates,metadata,medium,0.05,50000,1,no_propensity,0.0499719711944137,0.0494612371841995,selected
ml,kmeans_templates,metadata,medium,0.05,50000,1,opc,0.0493562757876579,0.0494612371841995,selected
ml,kmeans_templates,metadata,medium,0.05,50000,2,no_propensity,0.0499675449340519,0.0493515662465463,selected
ml,kmeans_templates,metadata,medium,0.05,50000,2,opc,0.0494414397276227,0.0493515662465463,selected
ml,kmeans_templates,metadata,medium,0.05,50000,3,no_propensity,0.0498747492427097,0.0494196814887133,selected
ml,kmeans_templates,metadata,medium,0.05,50000,3,opc,0.0494882071110518,0.0494196814887133,selected
ml,kmeans_templates,metadata,medium,0.05,50000,4,no_propensity,0.0499633406669222,0.0493398046090751,selected
ml,kmeans_templates,metadata,medium,0.05,50000,4,opc,0.0495638749152423,0.0493398046090751,selected
ml,kmeans_templates,metadata,medium,0.05,100000,0,no_propensity,0.0499730974224258,0.0494065197820925,selected
ml,kmeans_templates,metadata,medium,0.05,100000,0,opc,0.0493883644711444,0.0494065197820925,selected
ml,kmeans_templates,metadata,medium,0.05,100000,1,no_propensity,0.0499536581368309,0.0494612371841995,selected
ml,kmeans_templates,metadata,medium,0.05,100000,1,opc,0.0494615253529281,0.0494612371841995,selected
ml,kmeans_templates,metadata,medium,0.05,100000,2,no_propensity,0.0499746429179439,0.0493515662465463,selected
ml,kmeans_templates,metadata,medium,0.05,100000,2,opc,0.0494658889409335,0.0493515662465463,selected
ml,kmeans_templates,metadata,medium,0.05,100000,3,no_propensity,0.0499681026526501,0.0494196814887133,selected
ml,kmeans_templates,metadata,medium,0.05,100000,3,opc,0.0492793988660366,0.0494196814887133,selected
ml,kmeans_templates,metadata,medium,0.05,100000,4,no_propensity,0.0499602799373273,0.0493398046090751,selected
ml,kmeans_templates,metadata,medium,0.05,100000,4,opc,0.0495919347528241,0.0493398046090751,selected
ml,kmeans_templates,action,brutal,0.05,5000,0,no_propensity,0.0472196504499876,0.0466157293267131,oracle
ml,kmeans_templates,action,brutal,0.05,5000,0,opc,0.047178129091495,0.0466157293267131,oracle
ml,kmeans_templates,action,brutal,0.05,5000,1,no_propensity,0.0475824897913896,0.0472428440534382,oracle
ml,kmeans_templates,action,brutal,0.05,5000,1,opc,0.0475656373498777,0.0472428440534382,oracle
ml,kmeans_templates,action,brutal,0.05,5000,2,no_propensity,0.047576852369288,0.0469590268046477,oracle
ml,kmeans_templates,action,brutal,0.05,5000,2,opc,0.0475023661756149,0.0469590268046477,oracle
ml,kmeans_templates,action,brutal,0.05,5000,3,no_propensity,0.046892736053911,0.046602650168757,oracle
ml,kmeans_templates,action,brutal,0.05,5000,3,opc,0.0470224169269967,0.046602650168757,oracle
ml,kmeans_templates,action,brutal,0.05,5000,4,no_propensity,0.0473977405260651,0.0467027704858169,oracle
ml,kmeans_templates,action,brutal,0.05,5000,4,opc,0.0472660182463359,0.0467027704858169,oracle
ml,kmeans_templates,action,brutal,0.05,25000,0,no_propensity,0.0482120263147004,0.0466157293267131,oracle
ml,kmeans_templates,action,brutal,0.05,25000,0,opc,0.0472375953375243,0.0466157293267131,oracle
ml,kmeans_templates,action,brutal,0.05,25000,1,no_propensity,0.0481374794819181,0.0472428440534382,oracle
ml,kmeans_templates,action,brutal,0.05,25000,1,opc,0.0476472375323751,0.0472428440534382,oracle
ml,kmeans_templates,action,brutal,0.05,25000,2,no_propensity,0.0480945354720317,0.0469590268046477,oracle
ml,kmeans_templates,action,brutal,0.05,25000,2,opc,0.0475615293810204,0.0469590268046477,oracle
ml,kmeans_templates,action,brutal,0.05,25000,3,no_propensity,0.0476976426392655,0.046602650168757,oracle
ml,kmeans_templates,action,brutal,0.05,25000,3,opc,0.0478291935871219,0.046602650168757,oracle
ml,kmeans_templates,action,brutal,0.05,25000,4,no_propensity,0.0476673686631635,0.0467027704858169,oracle
ml,kmeans_templates,action,brutal,0.05,25000,4,opc,0.0471906900859029,0.0467027704858169,oracle
ml,kmeans_templates,action,brutal,0.05,50000,0,no_propensity,0.0480348354749542,0.0466157293267131,oracle
ml,kmeans_templates,action,brutal,0.05,50000,0,opc,0.0471193812494649,0.0466157293267131,oracle
ml,kmeans_templates,action,brutal,0.05,50000,1,no_propensity,0.0482556304925747,0.0472428440534382,oracle
ml,kmeans_templates,action,brutal,0.05,50000,1,opc,0.047603275128281,0.0472428440534382,oracle
ml,kmeans_templates,action,brutal,0.05,50000,2,no_propensity,0.0480932532357377,0.0469590268046477,oracle
ml,kmeans_templates,action,brutal,0.05,50000,2,opc,0.0474525843770466,0.0469590268046477,oracle
ml,kmeans_templates,action,brutal,0.05,50000,3,no_propensity,0.0480297841806856,0.046602650168757,oracle
ml,kmeans_templates,action,brutal,0.05,50000,3,opc,0.0473350195538829,0.046602650168757,oracle
ml,kmeans_templates,action,brutal,0.05,50000,4,no_propensity,0.0479982173486577,0.0467027704858169,oracle
ml,kmeans_templates,action,brutal,0.05,50000,4,opc,0.0474653304902503,0.0467027704858169,oracle
ml,kmeans_templates,action,brutal,0.05,100000,0,no_propensity,0.0478950202850265,0.0466157293267131,oracle
ml,kmeans_templates,action,brutal,0.05,100000,0,opc,0.0475471692207913,0.0466157293267131,oracle
ml,kmeans_templates,action,brutal,0.05,100000,1,no_propensity,0.0483543866350364,0.0472428440534382,oracle
ml,kmeans_templates,action,brutal,0.05,100000,1,opc,0.0477332003453156,0.0472428440534382,oracle
ml,kmeans_templates,action,brutal,0.05,100000,2,no_propensity,0.0482661766271483,0.0469590268046477,oracle
ml,kmeans_templates,action,brutal,0.05,100000,2,opc,0.0481383534541181,0.0469590268046477,oracle
ml,kmeans_templates,action,brutal,0.05,100000,3,no_propensity,0.0480769862681107,0.046602650168757,oracle
ml,kmeans_templates,action,brutal,0.05,100000,3,opc,0.0474479196331549,0.046602650168757,oracle
ml,kmeans_templates,action,brutal,0.05,100000,4,no_propensity,0.0479364899525542,0.0467027704858169,oracle
ml,kmeans_templates,action,brutal,0.05,100000,4,opc,0.0475015253658785,0.0467027704858169,oracle
ml,kmeans_templates,action,extreme,0.05,5000,0,no_propensity,0.047894627463174,0.047214446646648,oracle
ml,kmeans_templates,action,extreme,0.05,5000,0,opc,0.0481332293815194,0.047214446646648,oracle
ml,kmeans_templates,action,extreme,0.05,5000,1,no_propensity,0.0480338741699779,0.0475615721433665,oracle
ml,kmeans_templates,action,extreme,0.05,5000,1,opc,0.047842985191304,0.0475615721433665,oracle
ml,kmeans_templates,action,extreme,0.05,5000,2,no_propensity,0.0480259139481939,0.0474672099741214,oracle
ml,kmeans_templates,action,extreme,0.05,5000,2,opc,0.0478544617869567,0.0474672099741214,oracle
ml,kmeans_templates,action,extreme,0.05,5000,3,no_propensity,0.0482137437891462,0.0470871931671049,oracle
ml,kmeans_templates,action,extreme,0.05,5000,3,opc,0.0477741922208724,0.0470871931671049,oracle
ml,kmeans_templates,action,extreme,0.05,5000,4,no_propensity,0.0485071089680631,0.0473316286445249,oracle
ml,kmeans_templates,action,extreme,0.05,5000,4,opc,0.0480240996182664,0.0473316286445249,oracle
