dataset,noise_mode,noise_axis,noise_level,train_size,metric,reward,initial_reward,ctr,pct_vs_logging,pct_vs_ctr,restored_ctr,reward_over_ctr,action_delta,context_delta,conv_dr,conv_sndr,struggle,struggle_worse_than_logging,struggle_low_restore,n_seeds,reward_std,restored_ctr_std,pct_vs_logging_std,reward_se,restored_ctr_se
ml,kmeans_templates,combined,brutal,50000,oracle,0.0477328926019133,0.04699268106614134,0.05,1.5810133517032459,-4.534214796173407,0.25598586711769333,0.954657852038266,,,,,True,0.0,0.6,5,0.0009466216563466088,0.10035308961371155,0.6071629373933086,0.0004233420745128925,0.044879266025677426
ml,kmeans_templates,combined,brutal,50000,selected,0.04721312304396186,0.04699268106614134,0.05,0.4707971456590202,-5.57375391207629,0.07310623165839698,0.9442624608792372,0.19667280316352842,0.18725436031818385,0.04752618819475168,0.047557883709669055,True,0.0,1.0,5,0.00102007058869449,0.05035924429845978,0.32809546520932703,0.00045618943563382157,0.022521338709374956
ml,kmeans_templates,combined,brutal,100000,mean_trials,0.04717439073281925,0.04699268106614134,0.05,0.3861415356821726,-5.651218534361499,0.06750892904473707,0.943487814656385,,,,,True,0.0,1.0,5,0.0010698574467600814,0.03158661265544836,0.1199900039110051,0.0004784547954379808,0.014125962615307535
ml,kmeans_templates,combined,brutal,100000,oracle,0.04787871289787038,0.04699268106614134,0.05,1.899781172677945,-4.2425742042592445,0.2896814436417877,0.9575742579574076,,,,,False,0.0,0.4,5,0.000728640677404701,0.0736502240542817,0.9111699278693345,0.0003258580171696813,0.03293738150869281
ml,kmeans_templates,combined,brutal,100000,selected,0.04709008901551872,0.04699268106614134,0.05,0.20259415182119436,-5.819821968962566,0.04909287656638188,0.9418017803103744,0.15311574339866632,0.13013421744108197,0.045639722049236275,0.04571272283792492,True,0.4,1.0,5,0.0011824335838092196,0.08731491022581576,0.3649465555003183,0.0005288003744552219,0.03904841494284311
ml,kmeans_templates,combined,extreme,5000,mean_trials,0.04673297321510593,0.04674219633637948,0.05,-0.023556583775411994,-6.534053569788133,0.005005672696274057,0.9346594643021187,,,,,True,0.6,1.0,5,0.0011840792690541097,0.03298912158935354,0.21389556802754137,0.0005295363472706504,0.014753183678360083
ml,kmeans_templates,combined,extreme,5000,oracle,0.04748907519312884,0.04674219633637948,0.05,1.5990565527269003,-5.021849613742329,0.2447535450125436,0.9497815038625766,,,,,True,0.0,0.2,5,0.001088796405260728,0.07031984277950638,0.3937917837913313,0.00048692455516407944,0.0314479897244148
ml,kmeans_templates,combined,extreme,5000,selected,0.0467265807993727,0.04674219633637948,0.05,-0.024718729663233914,-6.546838401254607,-0.020734638686077302,0.9345316159874539,0.2032744914293289,0.20347446203231806,0.049460037052631314,0.049519440531730595,True,0.6,1.0,5,0.0008826656559366363,0.06626458367912413,0.5338717239172761,0.0003947400816157519,0.029634422721448932
ml,kmeans_templates,combined,extreme,25000,mean_trials,0.04688137827247227,0.04674219633637948,0.05,0.30149862616775386,-6.237243455055472,0.03957520273340154,0.9376275654494453,,,,,True,0.0,1.0,5,0.0010013024997481516,0.0253949260150427,0.23200404326614352,0.0004477960910954666,0.011356956170642665
ml,kmeans_templates,combined,extreme,25000,oracle,0.047739163691114514,0.04674219633637948,0.05,2.156676709586028,-4.5216726177709665,0.2902372592665413,0.9547832738222903,,,,,False,0.0,0.4,5,0.0005656566584682786,0.08912517258974656,1.3560918890756777,0.0002529693480520906,0.03985798888341485
ml,kmeans_templates,combined,extreme,25000,selected,0.04682627070201026,0.04674219633637948,0.05,0.17900632061134084,-6.347458595979485,0.03004293520011807,0.9365254140402051,0.18096730262041089,0.16956247389316553,0.045023278146982135,0.044992813467979384,True,0.0,1.0,5,0.0011135115368501,0.023843547597640825,0.12431810325871379,0.0004979774980254171,0.010663158650615337
ml,kmeans_templates,combined,extreme,50000,mean_trials,0.0469519075393387,0.04674219633637948,0.05,0.4585002177917339,-6.0961849213226085,0.05144951150938894,0.9390381507867739,,,,,True,0.2,1.0,5,0.000852378337956429,0.0505620626379165,0.5443466171874423,0.0003811951812437729,0.022612041828196726
ml,kmeans_templates,combined,extreme,50000,oracle,0.04802171381421764,0.04674219633637948,0.05,2.766653417943003,-3.9565723715647287,0.37131002601823054,0.9604342762843527,,,,,False,0.0,0.2,5,0.0004379305500509691,0.10458344086330243,1.6235473282977562,0.00019584849586756816,0.046771136618234704
ml,kmeans_templates,combined,extreme,50000,selected,0.0470411760208022,0.04674219633637948,0.05,0.6587342122687179,-5.917647958395605,0.06837478296986911,0.9408235204160439,0.1858721703290939,0.17197566032409664,0.04671832025051112,0.04676372930407518,True,0.2,0.8,5,0.0007042210939605047,0.11243350781725654,1.24360621248675,0.00031493724745699104,0.05028179328562792
ml,kmeans_templates,combined,extreme,100000,mean_trials,0.046984648094190416,0.04674219633637948,0.05,0.5217017341874115,-6.030703811619173,0.07392214035113989,0.9396929618838084,,,,,True,0.0,1.0,5,0.0010217187511194225,0.022009730364973765,0.23163453696713343,0.00045692651627784363,0.009843050652504518
ml,kmeans_templates,combined,extreme,100000,oracle,0.04770036400743148,0.04674219633637948,0.05,2.05653265111912,-4.599271985137046,0.30586600994270186,0.9540072801486297,,,,,False,0.0,0.2,5,0.0009624084808451172,0.062450427633899894,0.5333626001937947,0.00043040215705839724,0.0279286802826663
