dataset,noise_mode,noise_axis,noise_level,train_size,seed,reward,initial_reward,ctr,action_delta,context_delta,conv_dr,conv_sndr,metric,pct_vs_initial,pct_vs_ctr,restored_ctr,reward_over_ctr
ml,kmeans_templates,context,high,100000,2,0.0484820096343918,0.0484716154000644,0.05,0.1525246948003769,0.1202395930886268,0.048688918352127,0.0486889630556106,selected,0.021443961051456514,-3.0359807312164,0.00680079760541919,0.969640192687836
ml,kmeans_templates,context,high,100000,3,0.0496340909991383,0.0487627254693241,0.05,0.2311559170484542,0.296568900346756,0.0495570972561836,0.0495391674339771,selected,1.7869500144374855,-0.7318180017234083,0.7042620762088959,0.992681819982766
ml,kmeans_templates,context,high,100000,4,0.0493326243438938,0.0492230940860696,0.05,0.2008741050958633,0.1676419526338577,0.0472127944231033,0.047196377068758,selected,0.222518027072176,-1.3347513122124037,0.14098265421881537,0.986652486877876
ml,kmeans_templates,context,low,5000,0,0.0488199754555344,0.0493921732446926,0.05,0.2425804138183593,0.227654680609703,0.0486995056271553,0.0486992783844471,selected,-1.158478664875672,-2.3600490889311985,-0.9413830242941628,0.9763995091106881
ml,kmeans_templates,context,low,5000,1,0.0493170402833327,0.0494842785581161,0.05,0.2074830085039138,0.1929801553487777,0.0415870957076549,0.0416327342391014,selected,-0.3379624390946589,-1.3659194333346114,-0.3242802435603463,0.9863408056666539
ml,kmeans_templates,context,low,5000,2,0.0496313096231152,0.0494173384520355,0.05,0.1945750117301941,0.1602965593338012,0.051867414265871,0.0518792234361171,selected,0.4329880519311656,-0.737380753769612,0.36723063642554643,0.9926261924623039
ml,kmeans_templates,context,low,5000,3,0.0497083845475891,0.0494008502741158,0.05,0.1974545270204544,0.2383917421102523,0.0523146130144596,0.0523268915712833,selected,0.6225283001544494,-0.5832309048218048,0.5132845100103343,0.9941676909517819
ml,kmeans_templates,context,low,5000,4,0.0496135291589781,0.0494797975761023,0.05,0.2308685779571533,0.2077846080064773,0.0476535260677337,0.0476497709751129,selected,0.2702751212151094,-0.7729416820438095,0.25707604719292615,0.992270583179562
ml,kmeans_templates,context,low,25000,0,0.0494152305803892,0.0493921732446926,0.05,0.1909339725971222,0.1701711267232895,0.0517515987157821,0.0517607778310775,selected,0.046682164768038444,-1.1695388392216066,0.037934058504781105,0.9883046116077839
ml,kmeans_templates,context,low,25000,1,0.0490438645822763,0.0494842785581161,0.05,0.2227136790752411,0.2444721460342407,0.0533203445374965,0.0533597916364669,selected,-0.8900078745667891,-1.9122708354473994,-0.8539764688297449,0.9808772916455261
ml,kmeans_templates,context,low,25000,2,0.0493673829814289,0.0494173384520355,0.05,0.2060740888118744,0.2107065916061401,0.0529388412833213,0.0529407039284706,selected,-0.10108895414326385,-1.26523403714221,-0.08573668672854118,0.987347659628578
ml,kmeans_templates,context,low,25000,3,0.0494201787681669,0.0494008502741158,0.05,0.2279772758483886,0.2232099324464798,0.050428494811058,0.0504161864519119,selected,0.03912583274143575,-1.159642463666205,0.03225987297678134,0.988403575363338
ml,kmeans_templates,context,low,25000,4,0.0455631417832632,0.0494797975761023,0.05,0.2184168398380279,0.3094909489154815,0.0363158397376537,0.0352681949734687,selected,-7.915666564349003,-8.873716433473607,-7.529099467651231,0.9112628356652639
ml,kmeans_templates,context,low,50000,0,0.0493439571447548,0.0493921732446926,0.05,0.2029676586389541,0.1818274408578872,0.0509203821420669,0.0508948415517807,selected,-0.0976189075522788,-1.3120857104904071,-0.07932539908252767,0.9868791428950959
ml,kmeans_templates,context,low,50000,1,0.0494443493244402,0.0494842785581161,0.05,0.2044017314910888,0.1762364506721496,0.0504846684634685,0.0504816472530365,selected,-0.08069074631249763,-1.1113013511196006,-0.07742403249715563,0.988886986488804
ml,kmeans_templates,context,low,50000,2,0.049451131589259,0.0494173384520355,0.05,0.1784479767084121,0.2170373797416687,0.0517371892929077,0.0517336092889308,selected,0.06838315919482446,-1.0977368214820094,0.057997884606518176,0.9890226317851799
ml,kmeans_templates,context,low,50000,3,0.049261031239579,0.0494008502741158,0.05,0.196495845913887,0.189566358923912,0.0493266433477401,0.0493366532027721,selected,-0.28302961135481364,-1.477937520842007,-0.23336242761434003,0.9852206247915799
ml,kmeans_templates,context,low,50000,4,0.0494804815063494,0.0494797975761023,0.05,0.2115290313959121,0.2091037333011627,0.0458954982459545,0.0459286719560623,selected,0.001382241400747397,-1.0390369873012062,0.001314738678029272,0.989609630126988
