train_size,policy_rewards,ipw,reg_dm,conv_dm,conv_dr,conv_sndr,ipw_var,reg_dm_var,conv_dm_var,conv_dr_var,conv_sndr_var,action_diff_to_real,action_delta,context_diff_to_real,context_delta,val_size,method,dataset,noise_mode,noise_level,seed
0,0.04871692857111069,0.0436,0.05001307572244091,0.05001307651400566,0.042711611837148666,0.042711611837148666,0.0,0.0,0.0,0.0,0.0,0.6050454378128052,0.0,0.587750256061554,0.0,5000.0,opc,ml,random_centroids,high,1
5000,0.04402412831932013,0.03618970532874389,0.04568483985276831,0.04568484053015709,0.042079418897628784,0.040936440229415894,0.0,0.0,0.0,0.0,0.0,0.6713528633117676,0.27299243211746216,0.631777822971344,0.30282244086265564,5000.0,opc,ml,random_centroids,high,1
25000,0.04808210906340023,0.05305045737319365,0.0505207057592434,0.05052070692181587,0.05444638058543205,0.054452769458293915,0.0,0.0,0.0,0.0,0.0,0.6434062719345093,0.21377712488174438,0.6242874264717102,0.23264364898204803,5000.0,opc,ml,random_centroids,high,1
50000,0.04906675220152812,0.058124266534837,0.0472867755176946,0.04728677496314049,0.05945071578025818,0.05909458175301552,0.0,0.0,0.0,0.0,0.0,0.6457343697547913,0.24721753597259521,0.6326590180397034,0.2527308762073517,7500.0,opc,ml,random_centroids,high,1
100000,0.048109644902958645,0.04235599320075283,0.04677904784565641,0.046779047697782516,0.041813742369413376,0.04174644872546196,0.0,0.0,0.0,0.0,0.0,0.6541581153869629,0.23856039345264435,0.6357212066650391,0.2413160651922226,15000.0,opc,ml,random_centroids,high,1
1000000,0.04399852883689709,0.03867558035069251,0.03850508227420398,0.038505084812641144,0.038439515978097916,0.028066135942935944,0.0,0.0,0.0,0.0,0.0,1.0692991018295288,0.8690207004547119,1.2028082609176636,1.091118335723877,150000.0,opc,ml,random_centroids,high,1
0,0.04871692857111069,0.0436,0.05001307572244091,0.05001307651400566,0.042711611837148666,0.042711611837148666,0.0,0.0,0.0,0.0,0.0,0.6050454378128052,0.0,0.587750256061554,0.0,5000.0,no_propensity,ml,random_centroids,high,1
5000,0.04870432937752409,0.05028296204834448,0.054416929253543814,0.05441693216562271,0.04965026676654816,0.049561429768800735,0.0,0.0,0.0,0.0,0.0,0.6571544408798218,0.2495531588792801,0.6217147707939148,0.21631768345832825,5000.0,no_propensity,ml,random_centroids,high,1
25000,0.04853537677972209,0.06597782122107808,0.048135337106492725,0.048135336488485336,0.06469114124774933,0.06423690170049667,0.0,0.0,0.0,0.0,0.0,0.6468164324760437,0.23560425639152527,0.6320281624794006,0.24863223731517792,5000.0,no_propensity,ml,random_centroids,high,1
50000,0.04911458009187614,0.057632981781418784,0.04694079772916578,0.046940796077251434,0.0577811598777771,0.05850004404783249,0.0,0.0,0.0,0.0,0.0,0.6262234449386597,0.21324244141578674,0.613777220249176,0.23974017798900604,7500.0,no_propensity,ml,random_centroids,high,1
100000,0.04871681745973963,0.051598695061970075,0.04871747275799606,0.048717472702264786,0.05119521543383598,0.05109278857707977,0.0,0.0,0.0,0.0,0.0,0.6494019031524658,0.2486850470304489,0.6263816952705383,0.21724532544612885,15000.0,no_propensity,ml,random_centroids,high,1
1000000,0.048429554386027654,0.04866209472038755,0.04777851049760065,0.04777850955724716,0.04844062030315399,0.04844058305025101,0.0,0.0,0.0,0.0,0.0,0.6504323482513428,0.24324020743370056,0.6226659417152405,0.2131517231464386,150000.0,no_propensity,ml,random_centroids,high,1
