train_size,policy_rewards,ipw,reg_dm,conv_dm,conv_dr,conv_sndr,ipw_var,reg_dm_var,conv_dm_var,conv_dr_var,conv_sndr_var,action_diff_to_real,action_delta,context_diff_to_real,context_delta,val_size,method,dataset,noise_mode,noise_level,seed
0,0.04907855872351434,0.0438,0.051843727762192364,0.05184372514486313,0.04480232670903206,0.04480232670903206,0.0,0.0,0.0,0.0,0.0,0.6351073980331421,0.0,0.5728052258491516,0.0,5000.0,opc,ml,random_centroids,high,0
5000,0.048893945716851864,0.035037624662225694,0.04429510649854898,0.04429510980844498,0.03822352737188339,0.03806165233254433,0.0,0.0,0.0,0.0,0.0,0.6776265501976013,0.22567392885684967,0.6065675020217896,0.20990227162837982,5000.0,opc,ml,random_centroids,high,0
25000,0.04912813005064423,0.04285590649511938,0.04952889229658734,0.04952889308333397,0.04367493465542793,0.04377404972910881,0.0,0.0,0.0,0.0,0.0,0.6675087213516235,0.2312936633825302,0.6060009002685547,0.22684471309185028,5000.0,opc,ml,random_centroids,high,0
50000,0.04610731446434793,1.4659721630100086e-14,0.047298273264555685,0.04729827493429184,-0.3423563241958618,0.0051044984720647335,0.0,0.0,0.0,0.0,0.0,10.961114883422852,10.962179183959961,12.785355567932129,12.834501266479492,7500.0,opc,ml,random_centroids,high,0
100000,0.03336656257495754,3.961196068186551e-08,0.04424609952664059,0.04424610361456871,0.044188518077135086,-0.0006725163548253477,0.0,0.0,0.0,0.0,0.0,1.3816964626312256,1.2185893058776855,1.0407025814056396,0.8585564494132996,15000.0,opc,ml,random_centroids,high,0
1000000,0.03666021967963142,0.05786078323907215,0.04115078921604843,0.041150785982608795,0.041158512234687805,0.049327973276376724,0.0,0.0,0.0,0.0,0.0,1.0495954751968384,0.8355998396873474,1.1945443153381348,1.05918550491333,150000.0,opc,ml,random_centroids,high,0
0,0.04907855872351434,0.0438,0.051843727762192364,0.05184372514486313,0.04480232670903206,0.04480232670903206,0.0,0.0,0.0,0.0,0.0,0.6351073980331421,0.0,0.5728052258491516,0.0,5000.0,no_propensity,ml,random_centroids,high,0
5000,0.04910897978453081,0.05727104111816762,0.05364720765884055,0.053647205233573914,0.055787328630685806,0.05585838481783867,0.0,0.0,0.0,0.0,0.0,0.6780670881271362,0.21875135600566864,0.6351948380470276,0.2514028251171112,5000.0,no_propensity,ml,random_centroids,high,0
25000,0.049022641824860394,0.04936374297766277,0.048294941023342225,0.04829493910074234,0.04996263608336449,0.04999235272407532,0.0,0.0,0.0,0.0,0.0,0.6832791566848755,0.23110437393188477,0.610304594039917,0.20434865355491638,5000.0,no_propensity,ml,random_centroids,high,0
50000,0.04928544640123361,0.04839871057563293,0.049351994697517,0.04935199394822121,0.04863757640123367,0.04865763708949089,0.0,0.0,0.0,0.0,0.0,0.6687240600585938,0.2287425547838211,0.6037643551826477,0.23157353699207306,7500.0,no_propensity,ml,random_centroids,high,0
100000,0.04897522524025112,0.05411323554432958,0.0506075293414188,0.050607528537511826,0.05463831499218941,0.05455819517374039,0.0,0.0,0.0,0.0,0.0,0.6613330841064453,0.22362595796585083,0.6062719225883484,0.2173348218202591,15000.0,no_propensity,ml,random_centroids,high,0
1000000,0.04937751244821666,0.04708016340683172,0.048308718531444736,0.04830871894955635,0.04708205908536911,0.047086894512176514,0.0,0.0,0.0,0.0,0.0,0.6728185415267944,0.2432829737663269,0.621516764163971,0.2401518076658249,150000.0,no_propensity,ml,random_centroids,high,0
