train_size,policy_rewards,ipw,reg_dm,conv_dm,conv_dr,conv_sndr,ipw_var,reg_dm_var,conv_dm_var,conv_dr_var,conv_sndr_var,action_diff_to_real,action_delta,context_diff_to_real,context_delta,val_size,method,dataset,noise_mode,noise_level,seed
0,0.04776026772120464,0.0428,0.04960695387234524,0.04960695281624794,0.043072815984487534,0.043072815984487534,0.0,0.0,0.0,0.0,0.0,0.5932679772377014,0.0,0.5868936777114868,0.0,5000.0,opc,ml,kmeans_templates,high,2
5000,0.04808009206689313,0.037384356003405665,0.0500585151198968,0.050058513879776,0.037137772887945175,0.036790620535612106,0.0,0.0,0.0,0.0,0.0,0.6413623094558716,0.23747104406356812,0.6168906092643738,0.23140890896320343,5000.0,opc,ml,kmeans_templates,high,2
25000,0.04334503880719451,1.9945404807100596e-10,0.050065093204646915,0.050065092742443085,0.05003855749964714,0.013817399740219116,0.0,0.0,0.0,0.0,0.0,4.08636474609375,4.035920143127441,5.469547748565674,5.481969356536865,5000.0,opc,ml,kmeans_templates,high,2
50000,0.0497883693346258,0.004320736103850968,0.058519869730083704,0.0585198700428009,-0.13136076927185059,-0.017139047384262085,0.0,0.0,0.0,0.0,0.0,7.5949273109436035,7.571136951446533,7.503146648406982,7.484281063079834,7500.0,opc,ml,kmeans_templates,high,2
100000,0.04641546343164645,0.04673282827850216,0.047709173237268185,0.04770917072892189,0.046466585248708725,0.04633982852101326,0.0,0.0,0.0,0.0,0.0,0.6382256150245667,0.2329830527305603,0.626461923122406,0.2293785959482193,15000.0,opc,ml,kmeans_templates,high,2
1000000,0.03250997901986382,0.019921944133862706,0.03822476936720399,0.03822477161884308,0.03436480835080147,0.019062386825680733,0.0,0.0,0.0,0.0,0.0,0.7178762555122375,0.41241416335105896,0.7121695280075073,0.3950190842151642,150000.0,opc,ml,kmeans_templates,high,2
0,0.04776026772120464,0.0428,0.04960695387234524,0.04960695281624794,0.043072815984487534,0.043072815984487534,0.0,0.0,0.0,0.0,0.0,0.5932679772377014,0.0,0.5868936777114868,0.0,5000.0,no_propensity,ml,kmeans_templates,high,2
5000,0.04738584496472964,0.05036738443918443,0.04389592850856942,0.04389593005180359,0.05165433511137962,0.0520649179816246,0.0,0.0,0.0,0.0,0.0,0.6304497718811035,0.23115894198417664,0.6421427726745605,0.2462334930896759,5000.0,no_propensity,ml,kmeans_templates,high,2
25000,0.0480903848642521,0.03975020224571117,0.048824923192972075,0.04882492497563362,0.03932945430278778,0.039846885949373245,0.0,0.0,0.0,0.0,0.0,0.6510042548179626,0.23586761951446533,0.6328195929527283,0.22602327167987823,5000.0,no_propensity,ml,kmeans_templates,high,2
50000,0.04731954589214425,0.05325590097426667,0.04618835534359019,0.0461883544921875,0.05475491285324097,0.05421065166592598,0.0,0.0,0.0,0.0,0.0,0.6365868449211121,0.23106442391872406,0.6390244960784912,0.25610804557800293,7500.0,no_propensity,ml,kmeans_templates,high,2
100000,0.04819276263813203,0.04871308698812873,0.04926171212630599,0.04926171153783798,0.04857073724269867,0.04855949804186821,0.0,0.0,0.0,0.0,0.0,0.6403231620788574,0.2290676385164261,0.6338923573493958,0.23015034198760986,15000.0,no_propensity,ml,kmeans_templates,high,2
1000000,0.04826148864387584,0.04765126636433306,0.047658154541141924,0.047658149152994156,0.0477110929787159,0.04771149158477783,0.0,0.0,0.0,0.0,0.0,0.6402227282524109,0.23422448337078094,0.634649932384491,0.2288239300251007,150000.0,no_propensity,ml,kmeans_templates,high,2
