train_size,policy_rewards,ipw,reg_dm,conv_dm,conv_dr,conv_sndr,ipw_var,reg_dm_var,conv_dm_var,conv_dr_var,conv_sndr_var,action_diff_to_real,action_delta,context_diff_to_real,context_delta,val_size,method,dataset,noise_mode,noise_level,seed
0,0.0494779617288538,0.0448,0.05185971995853113,0.051859717816114426,0.04475104808807373,0.04475104808807373,0.0,0.0,0.0,0.0,0.0,0.14202849566936493,0.0,0.12043900042772293,0.0,5000.0,opc,ml,random_centroids,low,0
5000,0.04969701550742193,0.04927630171113872,0.04987389469810278,0.049873895943164825,0.049900662153959274,0.049901220947504044,0.0,0.0,0.0,0.0,0.0,0.26909565925598145,0.22683930397033691,0.29949164390563965,0.2863142192363739,5000.0,opc,ml,random_centroids,low,0
25000,0.044379663900385405,0.01568253061730622,0.06154117835165282,0.06154118478298187,-0.021307608112692833,0.017685620114207268,0.0,0.0,0.0,0.0,0.0,0.40054479241371155,0.37583187222480774,0.5025837421417236,0.4800799489021301,5000.0,opc,ml,random_centroids,low,0
50000,0.039534247484727496,9.085722788045916e-14,0.04897888940935971,0.04897889122366905,-0.01041386742144823,0.0095575712621212,0.0,0.0,0.0,0.0,0.0,5.9155755043029785,5.929073333740234,4.548882961273193,4.533293724060059,7500.0,opc,ml,random_centroids,low,0
100000,0.046489999183360234,4.783480471213367e-13,0.04418573547458277,0.044185735285282135,0.025828028097748756,0.0006931274547241628,0.0,0.0,0.0,0.0,0.0,5.122485160827637,5.121580600738525,8.928863525390625,8.930474281311035,15000.0,opc,ml,random_centroids,low,0
1000000,0.030943746997831124,0.0036284102555016345,0.04732643697959182,0.04732643440365791,-0.1567400097846985,0.006161707453429699,0.0,0.0,0.0,0.0,0.0,0.7275121212005615,0.7156710028648376,0.8347852826118469,0.8310425281524658,150000.0,opc,ml,random_centroids,low,0
0,0.0494779617288538,0.0448,0.05185971995853113,0.051859717816114426,0.04475104808807373,0.04475104808807373,0.0,0.0,0.0,0.0,0.0,0.14202849566936493,0.0,0.12043900042772293,0.0,5000.0,no_propensity,ml,random_centroids,low,0
5000,0.04929003073616203,0.051523899101860546,0.05139953122414379,0.05139952898025513,0.051820140331983566,0.05181281268596649,0.0,0.0,0.0,0.0,0.0,0.266023725271225,0.23469556868076324,0.2555725574493408,0.21722111105918884,5000.0,no_propensity,ml,random_centroids,low,0
25000,0.04941011000273467,0.04901591495752424,0.049962609988604814,0.0499626100063324,0.048930466175079346,0.04894177243113518,0.0,0.0,0.0,0.0,0.0,0.2668168246746063,0.22726546227931976,0.25323089957237244,0.2296445667743683,5000.0,no_propensity,ml,random_centroids,low,0
50000,0.04915354992678356,0.047916281696072774,0.04824417537273498,0.0482441782951355,0.0478329062461853,0.047835562378168106,0.0,0.0,0.0,0.0,0.0,0.27231544256210327,0.22706490755081177,0.24987062811851501,0.21651653945446014,7500.0,no_propensity,ml,random_centroids,low,0
100000,0.0493717373721183,0.04797992830952404,0.05019161236113893,0.05019161477684975,0.048308126628398895,0.048305630683898926,0.0,0.0,0.0,0.0,0.0,0.273077130317688,0.23816800117492676,0.2551661431789398,0.22437353432178497,15000.0,no_propensity,ml,random_centroids,low,0
1000000,0.049404918568093106,0.04859776831731313,0.048590825694159755,0.048590824007987976,0.04859283193945885,0.04859282821416855,0.0,0.0,0.0,0.0,0.0,0.26711246371269226,0.22697335481643677,0.23973694443702698,0.21083100140094757,150000.0,no_propensity,ml,random_centroids,low,0
